5241 28968
3971 941 27
676 3500 5
3500 676 5
3534 4700 3
4700 3534 3
907 1929 59
1929 907 59
757 1562 70
1562 757 70
565 4499 47
4499 565 47
3275 4583 85
4583 3275 85
633 1683 83
1683 633 83
1378 2806 69
2806 1378 69
2140 3987 68
3987 2140 68
1952 5119 84
5119 1952 84
1951 2954 48
2954 1951 48
2558 3040 27
3040 2558 27
2861 2904 8
2904 2861 8
2574 4087 22
4087 2574 22
3689 4126 50
4126 3689 50
503 4955 77
4955 503 77
3260 4356 61
4356 3260 61
731 2847 9
2847 731 9
1325 4159 27
4159 1325 27
4232 4600 41
4600 4232 41
3833 4157 41
4157 3833 41
2602 2886 73
2886 2602 73
123 1605 47
1605 123 47
843 3737 11
3737 843 11
445 4166 66
4166 445 66
10 1605 44
1605 10 44
253 2057 61
2057 253 61
1983 2954 40
2954 1983 40
360 2054 27
2054 360 27
944 2909 66
2909 944 66
2873 4921 69
4921 2873 69
895 3763 65
3763 895 65
1317 4743 7
4743 1317 7
1902 2461 48
2461 1902 48
822 3692 95
3692 822 95
361 1327 99
1327 361 99
2500 3274 7
3274 2500 7
493 1425 57
1425 493 57
1706 2753 36
2753 1706 36
1660 4694 7
4694 1660 7
1526 2667 94
2667 1526 94
479 1164 86
1164 479 86
2102 2113 32
2113 2102 32
1689 4685 53
4685 1689 53
2231 2783 21
2783 2231 21
2301 3685 25
3685 2301 25
1829 5021 5
5021 1829 5
2480 3496 61
3496 2480 61
87 933 7
933 87 7
1986 2454 33
2454 1986 33
1643 3945 47
3945 1643 47
4183 5055 57
5055 4183 57
569 3970 78
3970 569 78
1714 3529 76
3529 1714 76
1764 2415 88
2415 1764 88
1747 4409 59
4409 1747 59
282 2204 59
2204 282 59
4516 4552 29
4552 4516 29
2916 4607 64
4607 2916 64
598 5055 22
5055 598 22
1951 3254 48
3254 1951 48
1585 2225 9
2225 1585 9
2788 4873 18
4873 2788 18
1689 1696 40
1696 1689 40
3068 3155 92
3155 3068 92
321 2847 99
2847 321 99
1364 2057 2
2057 1364 2
4681 4796 92
4796 4681 92
3097 3703 7
3703 3097 7
1223 2783 73
2783 1223 73
2597 4939 19
4939 2597 19
721 1882 94
1882 721 94
1414 3838 29
3838 1414 29
3489 4489 21
4489 3489 21
2031 3165 15
3165 2031 15
3689 5046 90
5046 3689 90
2930 4708 15
4708 2930 15
1983 3254 40
3254 1983 40
932 2564 29
2564 932 29
777 1891 83
1891 777 83
2209 2765 33
2765 2209 33
2032 3741 38
3741 2032 38
4454 4573 64
4573 4454 64
1065 1436 76
1436 1065 76
3635 3833 95
3833 3635 95
1974 2488 39
2488 1974 39
3430 4353 80
4353 3430 80
4725 5080 84
5080 4725 84
3692 4492 65
4492 3692 65
1553 3188 88
3188 1553 88
545 3489 57
3489 545 57
1021 4949 33
4949 1021 33
648 4580 97
4580 648 97
2323 2725 87
2725 2323 87
1083 4897 71
4897 1083 71
1593 3497 81
3497 1593 81
2483 3773 63
3773 2483 63
1973 3555 47
3555 1973 47
3777 4152 20
4152 3777 20
1491 2977 79
2977 1491 79
1768 4696 89
4696 1768 89
1689 4758 94
4758 1689 94
622 2300 31
2300 622 31
945 4806 46
4806 945 46
2350 3804 67
3804 2350 67
554 3150 73
3150 554 73
4918 4930 17
4930 4918 17
1352 4407 80
4407 1352 80
689 2530 18
2530 689 18
4689 5057 77
5057 4689 77
558 1400 47
1400 558 47
1593 3475 7
3475 1593 7
3245 3686 6
3686 3245 6
4234 4796 35
4796 4234 35
9 4980 88
4980 9 88
1733 4184 100
4184 1733 100
207 1803 17
1803 207 17
827 2974 44
2974 827 44
2866 4281 72
4281 2866 72
1060 1983 20
1983 1060 20
2657 4326 58
4326 2657 58
1109 5026 70
5026 1109 70
430 4692 43
4692 430 43
801 3130 90
3130 801 90
2559 3530 88
3530 2559 88
1688 4435 72
4435 1688 72
2081 4245 25
4245 2081 25
2555 4412 58
4412 2555 58
1457 5106 18
5106 1457 18
2047 3016 78
3016 2047 78
2670 5061 56
5061 2670 56
3027 3706 88
3706 3027 88
1942 2247 50
2247 1942 50
1585 3770 74
3770 1585 74
2810 4375 34
4375 2810 34
3063 4052 86
4052 3063 86
65 1096 96
1096 65 96
3115 3197 63
3197 3115 63
2433 2668 28
2668 2433 28
3200 4320 89
4320 3200 89
212 2222 95
2222 212 95
4390 4883 50
4883 4390 50
558 4613 68
4613 558 68
3281 4895 75
4895 3281 75
2981 4441 57
4441 2981 57
545 1042 58
1042 545 58
3116 4839 8
4839 3116 8
1714 4934 61
4934 1714 61
934 4407 22
4407 934 22
679 4745 63
4745 679 63
1656 3978 11
3978 1656 11
81 2909 13
2909 81 13
254 4909 76
4909 254 76
1352 2277 70
2277 1352 70
1563 2137 31
2137 1563 31
1502 4770 1
4770 1502 1
1055 2623 45
2623 1055 45
193 778 58
778 193 58
4262 5044 19
5044 4262 19
1113 1497 1
1497 1113 1
194 3645 28
3645 194 28
4425 4839 87
4839 4425 87
3033 3199 55
3199 3033 55
445 2564 32
2564 445 32
2289 4159 11
4159 2289 11
1088 1600 77
1600 1088 77
3511 3607 9
3607 3511 9
2210 3445 24
3445 2210 24
2866 4552 79
4552 2866 79
334 4216 75
4216 334 75
921 993 81
993 921 81
2118 4758 93
4758 2118 93
1298 3096 19
3096 1298 19
341 2826 62
2826 341 62
2321 3498 66
3498 2321 66
3247 5091 53
5091 3247 53
2192 4066 23
4066 2192 23
1605 4232 48
4232 1605 48
962 4938 17
4938 962 17
1029 3962 2
3962 1029 2
474 3522 17
3522 474 17
1579 2243 29
2243 1579 29
2783 3220 62
3220 2783 62
1066 1949 28
1949 1066 28
1921 3945 65
3945 1921 65
499 1308 54
1308 499 54
3095 4833 55
4833 3095 55
276 2032 49
2032 276 49
4713 4974 10
4974 4713 10
3791 4541 67
4541 3791 67
934 2277 12
2277 934 12
1448 3348 53
3348 1448 53
3620 3689 82
3689 3620 82
1132 1197 90
1197 1132 90
1639 4238 4
4238 1639 4
1571 3906 52
3906 1571 52
4633 5139 35
5139 4633 35
123 1400 62
1400 123 62
2435 4665 39
4665 2435 39
1715 4896 46
4896 1715 46
4725 4779 67
4779 4725 67
231 762 64
762 231 64
2251 2254 48
2254 2251 48
1161 4807 59
4807 1161 59
2356 4957 54
4957 2356 54
4489 4607 27
4607 4489 27
3106 4833 96
4833 3106 96
1494 3080 23
3080 1494 23
2084 2512 57
2512 2084 57
1502 3959 14
3959 1502 14
633 3306 74
3306 633 74
1042 4909 4
4909 1042 4
254 1042 37
1042 254 37
1497 3622 30
3622 1497 30
1834 3308 39
3308 1834 39
1566 3814 33
3814 1566 33
2228 2322 91
2322 2228 91
1200 4023 40
4023 1200 40
2140 2601 6
2601 2140 6
2685 3395 99
3395 2685 99
9 316 100
316 9 100
2283 5063 93
5063 2283 93
46 4541 72
4541 46 72
395 2598 60
2598 395 60
805 4045 69
4045 805 69
1726 4312 59
4312 1726 59
269 3259 91
3259 269 91
726 1979 98
1979 726 98
2694 5006 65
5006 2694 65
706 3476 27
3476 706 27
967 1796 58
1796 967 58
1943 5149 15
5149 1943 15
3009 4360 48
4360 3009 48
3406 4796 67
4796 3406 67
1164 4796 65
4796 1164 65
286 4203 66
4203 286 66
3050 4621 56
4621 3050 56
2773 3977 21
3977 2773 21
3616 4920 85
4920 3616 85
676 4600 5
4600 676 5
972 5136 93
5136 972 93
543 3576 74
3576 543 74
2054 2597 72
2597 2054 72
1009 3493 9
3493 1009 9
2054 2154 41
2154 2054 41
58 4541 44
4541 58 44
111 4147 89
4147 111 89
2540 5119 12
5119 2540 12
1951 3685 75
3685 1951 75
3006 3522 9
3522 3006 9
3506 4838 81
4838 3506 81
609 4507 47
4507 609 47
2487 4939 9
4939 2487 9
1502 3006 13
3006 1502 13
22 3522 5
3522 22 5
1100 2878 75
2878 1100 75
1017 1429 69
1429 1017 69
2775 4615 29
4615 2775 29
1661 4045 5
4045 1661 5
2773 4438 58
4438 2773 58
2279 4297 47
4297 2279 47
3515 3565 19
3565 3515 19
2732 4415 96
4415 2732 96
644 1608 49
1608 644 49
1242 2433 12
2433 1242 12
2312 3115 76
3115 2312 76
3858 4139 10
4139 3858 10
4062 5141 68
5141 4062 68
721 752 84
752 721 84
3604 3659 76
3659 3604 76
3269 4651 55
4651 3269 55
753 1381 69
1381 753 69
3500 4407 68
4407 3500 68
89 4684 36
4684 89 36
2660 4758 95
4758 2660 95
912 2905 6
2905 912 6
896 3074 83
3074 896 83
845 3891 91
3891 845 91
2287 4391 93
4391 2287 93
2354 5022 97
5022 2354 97
4456 4642 99
4642 4456 99
696 2803 76
2803 696 76
1674 4435 38
4435 1674 38
4415 4449 47
4449 4415 47
2820 2852 53
2852 2820 53
241 2214 58
2214 241 58
491 4608 6
4608 491 6
1283 4673 63
4673 1283 63
619 2050 88
2050 619 88
3059 4189 91
4189 3059 91
3436 4942 79
4942 3436 79
2344 3199 96
3199 2344 96
1264 3337 62
3337 1264 62
2909 4292 92
4292 2909 92
1739 3988 54
3988 1739 54
2611 4421 47
4421 2611 47
111 117 79
117 111 79
165 2576 56
2576 165 56
2433 2945 37
2945 2433 37
1992 3113 22
3113 1992 22
2845 4157 13
4157 2845 13
2286 3255 50
3255 2286 50
1370 2074 77
2074 1370 77
2225 3745 89
3745 2225 89
1641 4961 57
4961 1641 57
1227 4351 53
4351 1227 53
746 2935 70
2935 746 70
2559 5206 80
5206 2559 80
2725 4585 69
4585 2725 69
1482 1679 34
1679 1482 34
2241 2415 75
2415 2241 75
2192 4626 43
4626 2192 43
945 2581 21
2581 945 21
329 2488 44
2488 329 44
680 3236 41
3236 680 41
2492 3899 84
3899 2492 84
2492 2955 36
2955 2492 36
895 2861 31
2861 895 31
711 4771 97
4771 711 97
2916 3489 58
3489 2916 58
2238 3691 74
3691 2238 74
1489 2460 28
2460 1489 28
2366 4239 58
4239 2366 58
2706 5075 10
5075 2706 10
427 2211 73
2211 427 73
1972 3465 86
3465 1972 86
493 3317 21
3317 493 21
1592 2308 37
2308 1592 37
2876 3922 79
3922 2876 79
1689 3348 24
3348 1689 24
3461 4028 16
4028 3461 16
974 2862 97
2862 974 97
1494 1565 68
1565 1494 68
3773 4781 89
4781 3773 89
564 599 16
599 564 16
1866 3580 55
3580 1866 55
2670 5052 3
5052 2670 3
2009 5106 30
5106 2009 30
1029 4936 60
4936 1029 60
1331 4157 79
4157 1331 79
2747 4598 72
4598 2747 72
3682 4909 44
4909 3682 44
2146 3840 55
3840 2146 55
1959 3963 49
3963 1959 49
503 2419 65
2419 503 65
46 1673 16
1673 46 16
775 3906 76
3906 775 76
1609 4747 27
4747 1609 27
3493 4281 9
4281 3493 9
3062 3476 63
3476 3062 63
1489 4091 55
4091 1489 55
627 4355 21
4355 627 21
1151 4840 10
4840 1151 10
5205 5212 8
5212 5205 8
1435 4380 94
4380 1435 94
1934 4293 84
4293 1934 84
2240 3497 38
3497 2240 38
1115 4172 38
4172 1115 38
1501 2953 81
2953 1501 81
2808 3689 10
3689 2808 10
3385 4919 7
4919 3385 7
805 2160 24
2160 805 24
845 3500 44
3500 845 44
2119 2967 77
2967 2119 77
285 2713 5
2713 285 5
1093 5031 59
5031 1093 59
1124 3658 79
3658 1124 79
3530 4607 98
4607 3530 98
2867 3790 56
3790 2867 56
1062 3807 90
3807 1062 90
4061 4635 35
4635 4061 35
3404 4919 96
4919 3404 96
3348 4204 5
4204 3348 5
4057 4980 76
4980 4057 76
1724 2866 15
2866 1724 15
1790 2636 51
2636 1790 51
458 4919 70
4919 458 70
2938 5214 65
5214 2938 65
58 1673 88
1673 58 88
3495 3976 86
3976 3495 86
4450 5063 70
5063 4450 70
2559 3576 70
3576 2559 70
1237 4281 73
4281 1237 73
598 1270 77
1270 598 77
896 3674 83
3674 896 83
4557 4861 53
4861 4557 53
1930 3021 36
3021 1930 36
433 2810 42
2810 433 42
90 4444 87
4444 90 87
87 3791 93
3791 87 93
1351 2574 88
2574 1351 88
662 1915 26
1915 662 26
4316 4789 58
4789 4316 58
285 627 43
627 285 43
4871 4962 4
4962 4871 4
216 1050 95
1050 216 95
558 2488 43
2488 558 43
3956 4532 29
4532 3956 29
2211 2808 26
2808 2211 26
321 4775 75
4775 321 75
357 3533 77
3533 357 77
1630 2023 70
2023 1630 70
3493 4552 16
4552 3493 16
2056 2482 79
2482 2056 79
2538 4529 20
4529 2538 20
364 907 52
907 364 52
466 3322 69
3322 466 69
961 3029 33
3029 961 33
2900 3891 96
3891 2900 96
4753 5053 93
5053 4753 93
1591 1749 3
1749 1591 3
1971 2887 29
2887 1971 29
2971 3449 83
3449 2971 83
135 3127 93
3127 135 93
1836 3054 83
3054 1836 83
436 3113 86
3113 436 86
4330 5096 11
5096 4330 11
668 2494 55
2494 668 55
2947 3215 61
3215 2947 61
2845 3096 76
3096 2845 76
1684 3723 44
3723 1684 44
147 4166 28
4166 147 28
3567 4790 56
4790 3567 56
1962 4644 19
4644 1962 19
1319 4158 24
4158 1319 24
2806 3592 99
3592 2806 99
3770 4028 95
4028 3770 95
3891 4680 30
4680 3891 30
703 2111 29
2111 703 29
2892 5149 34
5149 2892 34
467 2966 48
2966 467 48
334 4597 52
4597 334 52
1431 4323 1
4323 1431 1
1525 4441 21
4441 1525 21
852 1788 57
1788 852 57
3417 5123 67
5123 3417 67
616 4403 96
4403 616 96
968 3993 38
3993 968 38
315 1469 87
1469 315 87
943 2054 100
2054 943 100
1078 4589 80
4589 1078 80
1279 1560 18
1560 1279 18
462 1680 31
1680 462 31
198 3803 38
3803 198 38
1197 1687 35
1687 1197 35
3066 4640 75
4640 3066 75
3060 3074 67
3074 3060 67
254 1714 61
1714 254 61
2671 4485 95
4485 2671 95
1856 4211 72
4211 1856 72
1830 2924 87
2924 1830 87
2127 2713 7
2713 2127 7
2099 4944 66
4944 2099 66
936 2092 29
2092 936 29
2919 4503 89
4503 2919 89
2862 3449 4
3449 2862 4
231 1396 42
1396 231 42
379 440 78
440 379 78
2552 2735 56
2735 2552 56
226 1575 30
1575 226 30
3994 5092 27
5092 3994 27
9 2821 85
2821 9 85
2564 3891 80
3891 2564 80
466 2375 70
2375 466 70
2418 4642 21
4642 2418 21
2561 3505 25
3505 2561 25
2066 5232 39
5232 2066 39
1432 2379 84
2379 1432 84
930 4773 20
4773 930 20
1598 1902 21
1902 1598 21
3227 3827 45
3827 3227 45
1270 4022 93
4022 1270 93
3156 4248 1
4248 3156 1
1036 2773 6
2773 1036 6
2529 3471 55
3471 2529 55
2670 2890 49
2890 2670 49
558 598 13
598 558 13
574 3355 78
3355 574 78
4382 5070 81
5070 4382 81
4299 4898 84
4898 4299 84
1870 4806 21
4806 1870 21
375 2405 59
2405 375 59
778 4503 18
4503 778 18
316 4057 14
4057 316 14
338 3150 77
3150 338 77
5200 5209 2
5209 5200 2
1809 3594 26
3594 1809 26
4552 4562 15
4562 4552 15
1824 3202 27
3202 1824 27
2900 3500 49
3500 2900 49
1418 3647 6
3647 1418 6
1484 4097 2
4097 1484 2
1485 3764 72
3764 1485 72
679 5075 73
5075 679 73
2457 2553 17
2553 2457 17
1845 4128 20
4128 1845 20
746 4087 54
4087 746 54
1313 2272 76
2272 1313 76
386 4853 16
4853 386 16
826 878 81
878 826 81
845 4980 4
4980 845 4
182 1492 55
1492 182 55
1696 3773 66
3773 1696 66
3770 4552 3
4552 3770 3
834 4933 64
4933 834 64
3956 3993 66
3993 3956 66
126 1317 44
1317 126 44
2322 4784 59
4784 2322 59
1042 1714 89
1714 1042 89
1234 4455 38
4455 1234 38
1953 2086 54
2086 1953 54
93 1986 94
1986 93 94
1916 4674 3
4674 1916 3
229 3667 87
3667 229 87
2866 3043 26
3043 2866 26
579 1859 1
1859 579 1
2472 4113 2
4113 2472 2
3552 4386 23
4386 3552 23
1880 4974 87
4974 1880 87
1782 1951 58
1951 1782 58
367 4037 55
4037 367 55
656 3574 43
3574 656 43
285 3752 68
3752 285 68
206 2672 59
2672 206 59
1331 2116 82
2116 1331 82
4303 4320 82
4320 4303 82
1874 1921 100
1921 1874 100
474 4156 95
4156 474 95
1726 2725 80
2725 1726 80
720 3465 74
3465 720 74
3852 4208 97
4208 3852 97
2790 4262 93
4262 2790 93
196 2510 95
2510 196 95
752 1309 14
1309 752 14
3060 3674 67
3674 3060 67
4232 5055 76
5055 4232 76
471 3699 33
3699 471 33
1059 2494 76
2494 1059 76
59 3242 92
3242 59 92
662 2798 37
2798 662 37
1319 2480 98
2480 1319 98
4643 4726 24
4726 4643 24
439 2888 54
2888 439 54
1634 2300 3
2300 1634 3
804 2612 77
2612 804 77
1854 4755 58
4755 1854 58
1953 3829 85
3829 1953 85
1277 3526 78
3526 1277 78
1974 4022 17
4022 1974 17
491 4434 48
4434 491 48
543 1334 60
1334 543 60
123 598 28
598 123 28
2488 5147 76
5147 2488 76
1428 2357 86
2357 1428 86
1475 2492 38
2492 1475 38
10 598 25
598 10 25
3777 4600 36
4600 3777 36
147 2564 94
2564 147 94
852 4895 76
4895 852 76
2894 4913 84
4913 2894 84
1498 3768 43
3768 1498 43
1556 2499 68
2499 1556 68
4673 4935 7
4935 4673 7
904 3281 50
3281 904 50
679 1021 55
1021 679 55
722 5049 64
5049 722 64
2713 4778 78
4778 2713 78
2389 5044 56
5044 2389 56
1464 2399 16
2399 1464 16
2821 4057 69
4057 2821 69
1953 4546 74
4546 1953 74
2552 4407 80
4407 2552 80
4988 5157 46
5157 4988 46
9 4166 50
4166 9 50
622 4516 3
4516 622 3
4368 4557 26
4557 4368 26
1492 4573 42
4573 1492 42
540 2995 4
2995 540 4
1438 1833 88
1833 1438 88
907 1986 28
1986 907 28
434 1059 6
1059 434 6
310 1280 19
1280 310 19
2610 4768 15
4768 2610 15
350 3836 11
3836 350 11
12 2300 21
2300 12 21
521 3763 71
3763 521 71
4232 4323 32
4323 4232 32
628 812 21
812 628 21
240 786 51
786 240 51
2197 2198 22
2198 2197 22
598 4281 64
4281 598 64
2445 4707 63
4707 2445 63
4038 4174 85
4174 4038 85
316 932 89
932 316 89
755 4909 7
4909 755 7
2861 4014 78
4014 2861 78
2544 5011 100
5011 2544 100
1170 3689 32
3689 1170 32
155 4694 52
4694 155 52
3600 3664 37
3664 3600 37
1094 1584 91
1584 1094 91
148 248 53
248 148 53
2931 3122 84
3122 2931 84
720 1904 37
1904 720 37
294 4691 10
4691 294 10
3329 4893 29
4893 3329 29
2736 4969 38
4969 2736 38
1410 1915 14
1915 1410 14
977 1475 11
1475 977 11
601 911 67
911 601 67
3685 3833 45
3833 3685 45
1951 2538 76
2538 1951 76
142 1750 1
1750 142 1
113 235 47
235 113 47
127 1847 85
1847 127 85
1064 1549 66
1549 1064 66
4076 4360 25
4360 4076 25
1402 2877 20
2877 1402 20
2469 4809 41
4809 2469 41
3891 4232 14
4232 3891 14
2281 2562 14
2562 2281 14
363 933 63
933 363 63
1400 4057 18
4057 1400 18
1309 2867 67
2867 1309 67
204 4570 63
4570 204 63
1983 2538 68
2538 1983 68
854 4012 27
4012 854 27
371 5034 28
5034 371 28
1210 3499 42
3499 1210 42
1239 2200 58
2200 1239 58
3469 4520 28
4520 3469 28
3114 5005 68
5005 3114 68
1526 5206 57
5206 1526 57
454 974 81
974 454 81
3256 4498 51
4498 3256 51
2123 4367 1
4367 2123 1
1474 2973 84
2973 1474 84
1414 3465 88
3465 1414 88
3658 4730 57
4730 3658 57
1185 1654 2
1654 1185 2
598 4552 71
4552 598 71
1021 1199 83
1199 1021 83
1634 3478 29
3478 1634 29
900 3238 95
3238 900 95
2160 2746 91
2746 2160 91
3991 4829 63
4829 3991 63
1704 3706 75
3706 1704 75
1633 2907 91
2907 1633 91
1472 2576 73
2576 1472 73
158 4021 4
4021 158 4
1475 1555 9
1555 1475 9
968 1670 47
1670 968 47
1147 1481 83
1481 1147 83
1406 1840 15
1840 1406 15
499 4959 21
4959 499 21
998 1324 95
1324 998 95
3337 5037 25
5037 3337 25
2031 3272 34
3272 2031 34
3357 3979 59
3979 3357 59
755 1042 68
1042 755 68
83 975 97
975 83 97
4027 4957 55
4957 4027 55
1555 4529 47
4529 1555 47
602 4552 95
4552 602 95
1974 3956 95
3956 1974 95
2631 3285 55
3285 2631 55
1082 1352 75
1352 1082 75
2021 3169 73
3169 2021 73
406 2711 22
2711 406 22
1342 1687 30
1687 1342 30
1198 2630 97
2630 1198 97
1750 2151 66
2151 1750 66
749 4825 93
4825 749 93
1170 3795 34
3795 1170 34
2399 4403 69
4403 2399 69
395 4980 54
4980 395 54
2354 3454 41
3454 2354 41
83 548 38
548 83 38
2137 3759 99
3759 2137 99
1131 2813 31
2813 1131 31
4525 4745 89
4745 4525 89
445 4407 63
4407 445 63
81 1241 57
1241 81 57
81 306 62
306 81 62
598 1352 71
1352 598 71
1689 1816 80
1816 1689 80
2979 3320 38
3320 2979 38
358 971 54
971 358 54
648 3337 66
3337 648 66
240 1138 35
1138 240 35
2820 2829 62
2829 2820 62
1637 5128 72
5128 1637 72
1902 2213 32
2213 1902 32
1352 3153 62
3153 1352 62
2152 2914 99
2914 2152 99
937 3334 74
3334 937 74
3285 4809 37
4809 3285 37
21 3618 6
3618 21 6
227 3350 36
3350 227 36
3036 3257 34
3257 3036 34
1432 4641 38
4641 1432 38
181 3151 27
3151 181 27
2900 4600 49
4600 2900 49
4412 4569 94
4569 4412 94
564 2832 77
2832 564 77
2483 4176 14
4176 2483 14
2254 2940 3
2940 2254 3
1616 1974 3
1974 1616 3
320 540 49
540 320 49
782 4953 92
4953 782 92
1042 2916 23
2916 1042 23
59 1162 32
1162 59 32
316 2866 67
2866 316 67
3240 3447 88
3447 3240 88
595 3708 30
3708 595 30
1934 5016 75
5016 1934 75
313 2650 2
2650 313 2
399 1024 26
1024 399 26
2720 3257 38
3257 2720 38
3202 4382 5
4382 3202 5
1869 3532 32
3532 1869 32
2219 5097 87
5097 2219 87
2559 3682 72
3682 2559 72
1298 1782 81
1782 1298 81
2468 5065 62
5065 2468 62
1298 1331 14
1331 1298 14
1293 2549 65
2549 1293 65
1060 4945 74
4945 1060 74
339 3076 50
3076 339 50
1197 2393 37
2393 1197 37
1563 3492 66
3492 1563 66
2909 3586 90
3586 2909 90
2954 3254 41
3254 2954 41
1157 1508 52
1508 1157 52
1059 2688 74
2688 1059 74
519 895 53
895 519 53
866 5073 36
5073 866 36
676 5055 40
5055 676 40
3971 4028 26
4028 3971 26
486 3779 58
3779 486 58
3005 4090 34
4090 3005 34
3006 3254 53
3254 3006 53
735 1240 14
1240 735 14
1934 2673 44
2673 1934 44
1847 1891 53
1891 1847 53
246 4803 26
4803 246 26
2978 3661 4
3661 2978 4
22 3254 49
3254 22 49
2564 4600 33
4600 2564 33
1969 4021 45
4021 1969 45
1120 1730 79
1730 1120 79
2728 4891 64
4891 2728 64
1351 1882 24
1882 1351 24
534 1818 9
1818 534 9
3739 4539 21
4539 3739 21
3029 3786 10
3786 3029 10
57 2732 60
2732 57 60
1430 1793 60
1793 1430 60
2092 4382 95
4382 2092 95
4473 4556 64
4556 4473 64
1896 2254 43
2254 1896 43
2481 2482 54
2482 2481 54
1278 2779 10
2779 1278 10
2033 3633 33
3633 2033 33
1910 2513 80
2513 1910 80
1974 2498 9
2498 1974 9
2698 3277 96
3277 2698 96
1767 2715 81
2715 1767 81
1986 4232 59
4232 1986 59
4793 5110 2
5110 4793 2
889 1227 67
1227 889 67
9 4323 19
4323 9 19
2250 3183 10
3183 2250 10
181 3727 19
3727 181 19
821 4270 90
4270 821 90
907 2937 95
2937 907 95
2003 4779 85
4779 2003 85
2267 4569 99
4569 2267 99
1009 2705 13
2705 1009 13
662 757 40
757 662 40
1719 4750 88
4750 1719 88
937 2602 30
2602 937 30
662 3530 81
3530 662 81
2243 2842 96
2842 2243 96
676 4323 96
4323 676 96
738 3956 79
3956 738 79
4773 5180 72
5180 4773 72
116 581 22
581 116 22
120 1209 22
1209 120 22
328 4115 72
4115 328 72
2015 5048 30
5048 2015 30
3043 4407 1
4407 3043 1
292 2870 91
2870 292 91
845 2821 1
2821 845 1
2140 3390 19
3390 2140 19
83 4139 85
4139 83 85
4057 4166 38
4166 4057 38
257 4246 98
4246 257 98
949 3237 97
3237 949 97
3390 3721 96
3721 3390 96
1280 3639 92
3639 1280 92
2821 2866 22
2866 2821 22
96 4340 5
4340 96 5
1907 4569 39
4569 1907 39
895 1475 69
1475 895 69
494 1983 74
1983 494 74
895 2904 62
2904 895 62
3529 4912 52
4912 3529 52
1129 3583 59
3583 1129 59
596 2420 65
2420 596 65
2182 4689 4
4689 2182 4
3993 4420 72
4420 3993 72
823 3202 96
3202 823 96
752 2574 19
2574 752 19
179 3150 48
3150 179 48
949 5055 3
5055 949 3
303 2915 97
2915 303 97
954 3060 43
3060 954 43
2670 4454 37
4454 2670 37
417 605 61
605 417 61
1935 4501 51
4501 1935 51
558 4022 21
4022 558 21
1234 1563 74
1563 1234 74
3956 4743 16
4743 3956 16
2025 2472 48
2472 2025 48
1485 3678 10
3678 1485 10
4520 5019 92
5019 4520 92
793 2400 32
2400 793 32
2242 2900 51
2900 2242 51
3795 3858 80
3858 3795 80
1056 4389 98
4389 1056 98
1326 1563 26
1563 1326 26
2605 4323 95
4323 2605 95
1575 2953 75
2953 1575 75
2559 4489 91
4489 2559 91
2464 4057 2
4057 2464 2
460 3148 25
3148 460 25
318 1856 59
1856 318 59
210 859 62
859 210 62
512 2135 16
2135 512 16
254 1277 32
1277 254 32
1482 4986 53
4986 1482 53
1438 3345 92
3345 1438 92
827 2066 8
2066 827 8
676 4751 72
4751 676 72
1189 1227 67
1227 1189 67
1793 4572 56
4572 1793 56
2633 3573 13
3573 2633 13
84 4711 40
4711 84 40
2732 4098 7
4098 2732 7
732 1700 41
1700 732 41
1252 2922 35
2922 1252 35
521 2861 37
2861 521 37
277 529 29
529 277 29
2198 3446 69
3446 2198 69
755 1714 92
1714 755 92
285 4355 19
4355 285 19
744 3216 85
3216 744 85
548 4386 99
4386 548 99
2725 4312 28
4312 2725 28
1793 5173 73
5173 1793 73
1986 3385 60
3385 1986 60
2598 4980 47
4980 2598 47
1328 3815 72
3815 1328 72
1400 2866 71
2866 1400 71
1746 2354 93
2354 1746 93
3558 4919 70
4919 3558 70
3156 4246 67
4246 3156 67
304 4825 98
4825 304 98
418 1761 44
1761 418 44
388 1129 70
1129 388 70
1277 1526 78
1526 1277 78
2251 2542 44
2542 2251 44
523 3565 67
3565 523 67
1632 2270 31
2270 1632 31
1450 2145 64
2145 1450 64
613 1218 58
1218 613 58
1228 4952 1
4952 1228 1
971 3121 7
3121 971 7
371 3827 9
3827 371 9
3659 4047 77
4047 3659 77
4313 5149 85
5149 4313 85
494 977 72
977 494 72
1420 1836 81
1836 1420 81
1831 4781 87
4781 1831 87
4393 4961 69
4961 4393 69
1644 4708 49
4708 1644 49
980 5180 89
5180 980 89
1666 2617 84
2617 1666 84
1746 4162 29
4162 1746 29
682 4232 35
4232 682 35
1576 3589 18
3589 1576 18
724 4087 72
4087 724 72
4018 4495 22
4495 4018 22
3077 4444 84
4444 3077 84
994 1089 76
1089 994 76
353 2411 79
2411 353 79
1123 4349 95
4349 1123 95
46 214 13
214 46 13
2158 2983 58
2983 2158 58
449 845 33
845 449 33
840 4505 74
4505 840 74
1282 2966 13
2966 1282 13
548 4205 22
4205 548 22
3909 4838 74
4838 3909 74
2601 2972 4
2972 2601 4
1312 4882 15
4882 1312 15
4729 5150 98
5150 4729 98
1202 3752 95
3752 1202 95
1952 5116 33
5116 1952 33
1858 3685 92
3685 1858 92
726 937 84
937 726 84
1475 3763 45
3763 1475 45
3812 4184 49
4184 3812 49
1049 3731 95
3731 1049 95
4144 4196 45
4196 4144 45
1042 1277 60
1277 1042 60
1228 1296 49
1296 1228 49
58 214 85
214 58 85
