4158 13422
3397 3596 88
6 1064 23
1537 2766 18
1009 2903 79
3264 4020 73
2753 3653 93
1627 2245 51
2627 2993 67
1512 3331 48
2821 4129 93
77 2195 51
1482 3956 43
227 924 94
452 914 99
988 2338 23
1066 1683 6
1937 3313 17
2026 4135 50
1759 4011 65
1935 3483 45
650 2417 88
157 400 16
1078 3714 5
1818 2882 1
250 2984 27
2130 2637 8
629 2556 100
407 3789 79
837 2890 26
591 3643 1
1779 3518 4
1063 3971 9
2876 3178 31
2749 2783 79
1288 2611 64
1867 3154 44
692 1011 88
283 3813 43
729 2972 72
1917 2721 33
2606 3818 41
2075 3315 29
266 3317 84
1584 1864 41
15 778 40
3123 3378 88
85 729 77
1827 2595 1
2525 2762 78
1563 1636 14
1608 1863 68
3260 4053 10
507 3861 3
939 2011 45
1599 2278 44
3032 3616 13
127 3587 65
2520 3757 38
2457 2546 98
2276 2367 44
1912 3740 1
2192 2749 34
126 2323 46
706 3378 61
340 2500 89
151 3400 30
740 2802 23
1051 3659 33
1476 2722 79
2047 4060 26
1072 3633 42
200 3222 23
432 1664 29
2767 2944 74
595 4129 87
168 3309 10
495 3881 71
1848 2637 66
3174 3951 10
407 3123 57
1041 2780 80
501 3058 66
2004 3487 52
94 3328 39
1108 1293 78
1485 1616 56
1433 2356 24
2210 4101 76
6 97 84
3386 3509 68
239 1030 68
1923 2386 24
2959 3970 68
2554 3347 22
203 3357 11
701 1674 38
1847 2274 64
3219 3877 47
3362 3526 13
713 3885 97
3181 3200 60
275 1046 56
2780 3557 98
2055 3970 44
1616 2560 65
1191 2140 50
1231 3574 68
1728 4092 81
2211 2984 18
1286 2948 31
345 1372 68
1036 2597 14
1200 2328 25
1009 3557 97
157 1014 54
407 2357 35
1076 2493 86
117 4079 19
44 3743 44
707 2707 85
865 1714 2
2951 3737 59
3613 4003 3
3592 3919 24
1078 2750 17
1479 2135 93
1180 2830 39
174 703 94
1137 2074 54
3400 3840 29
778 1945 32
1191 3080 30
235 2098 100
1033 1903 23
1587 2698 12
807 3734 44
1899 4081 95
800 1987 28
1007 2539 29
101 3325 5
59 2170 68
2575 3488 70
1059 3087 57
409 2076 20
354 1236 35
962 3343 2
246 1011 62
1099 1610 88
1831 2834 88
2368 3955 92
323 2327 21
218 374 65
883 1591 69
1746 2602 9
2428 2869 90
2135 2769 7
2234 3435 98
2513 2819 75
1132 1543 72
63 921 59
1099 3510 88
3819 4008 74
1219 1858 24
2995 3352 78
1113 1348 68
1419 2004 6
883 3116 94
117 1553 77
569 1187 67
865 3844 12
1020 2262 23
2627 3837 15
2944 2996 45
737 3951 63
604 671 80
410 2366 81
2635 3018 40
1103 2984 70
338 572 51
228 1439 80
1064 1274 91
253 733 53
2245 2264 32
2233 2776 64
952 1233 22
1945 3168 100
651 2672 54
436 2386 27
703 4149 75
117 2032 20
1879 2202 32
313 3698 18
2181 2545 25
986 3413 36
2737 3250 46
248 2477 46
2091 2783 81
3820 3964 57
1956 2296 17
2953 3613 13
3079 3923 89
1384 3934 31
3312 3318 27
3203 3264 30
1888 3172 1
1593 3058 18
3404 3966 95
869 1110 58
733 2144 20
432 2047 40
1407 2513 87
1783 3347 21
1048 2776 29
2035 3955 69
106 799 18
523 2235 57
3764 4047 32
737 1923 87
565 2593 45
1210 3418 65
724 3387 72
268 3170 47
802 1321 68
1779 3649 31
141 541 17
1024 2867 32
863 3938 48
153 3683 3
3312 3653 22
692 859 4
1409 1921 85
88 946 59
1002 1266 33
2848 2876 29
2173 2324 20
3531 3640 90
3253 3930 2
1157 3846 98
1972 2955 16
1760 4119 32
240 2411 76
598 1230 97
470 3653 20
3867 4044 74
2112 2930 31
123 1778 88
381 3065 65
297 2284 84
778 1226 9
1438 1531 54
913 1198 18
954 3416 95
2290 2399 22
1034 2819 26
386 2262 69
1401 3844 28
3521 4015 55
2483 3405 7
3271 3560 70
1419 1759 41
1196 3832 69
1553 2947 91
887 2064 34
407 1192 30
1890 2447 38
1572 3503 32
331 2074 68
403 1251 9
2897 3916 28
424 1506 95
2504 3330 83
350 3951 66
1929 3848 64
405 3027 63
776 1722 79
403 3489 55
1524 1602 27
97 2386 18
1482 1593 72
2749 2821 25
1432 2548 57
6 2386 97
1250 1863 70
1064 2004 1
1908 2514 35
2250 4011 86
1024 3287 72
85 1563 55
5 4079 47
165 3539 27
1685 3661 21
560 2173 50
102 1376 3
833 3613 93
2089 2612 12
1263 3138 48
2454 3292 87
1354 4153 24
398 2671 94
1071 3934 28
785 3499 67
3357 3358 2
1063 1160 22
559 3516 50
2953 2977 1
350 1923 90
532 1599 24
86 1383 26
3556 3693 66
1685 3673 25
1348 3897 86
581 1335 55
564 3473 74
739 2004 26
3092 3124 9
2560 2970 99
1444 1677 22
967 1752 10
2196 3916 97
1641 1777 29
293 3250 82
5 1553 5
2067 2743 57
2784 2813 74
250 2276 91
3134 3231 30
1082 1295 6
1051 2749 63
1236 2248 81
394 1778 89
44 436 25
2302 3587 90
1720 3965 74
1665 3965 69
1450 1950 49
600 2782 43
250 1546 81
1771 4061 87
439 3058 44
1967 2225 51
1075 1791 21
29 1763 19
2250 3418 5
1546 4020 15
776 2125 30
2602 2953 12
1468 1541 54
1506 3659 38
88 2638 23
1446 2735 70
311 847 89
1818 2755 42
1169 3789 1
706 1945 100
65 1724 72
3686 4101 32
1766 3185 40
1353 2861 29
759 2804 46
1061 2259 43
2022 2977 40
1994 2753 64
891 2186 32
3699 3976 10
1807 1933 27
518 1009 60
1835 2156 86
101 3818 86
3387 4079 89
742 2035 46
1896 2751 92
577 2885 81
2268 3939 20
2029 4133 9
3486 3934 93
767 1194 24
1808 3503 48
2479 3686 60
2204 2466 95
1399 1821 75
1046 3455 10
1064 1759 36
2153 3453 93
894 1244 11
586 1939 78
570 2013 40
1204 1484 1
1653 2952 76
106 3475 10
3138 3232 71
864 3254 51
2454 2781 100
2776 3925 30
3789 3925 33
1113 2291 99
2081 2782 54
1005 1050 54
2586 3018 21
1553 3283 3
1153 3400 92
948 3313 58
90 2810 9
428 1236 29
47 213 27
750 1231 26
289 3603 59
1937 3924 4
2250 3775 74
1122 3962 85
2289 2411 95
1651 1755 65
1483 1952 6
1930 2809 32
1049 3699 51
3165 3307 83
1999 2091 65
1498 1546 69
1351 2825 55
3328 4157 86
1002 1103 62
1160 1935 4
1169 3123 79
739 1759 61
2457 2502 50
1366 3904 63
2320 2896 1
1296 2203 76
852 2173 2
1921 2253 1
307 1445 31
1841 3062 74
90 1510 9
311 1394 88
106 2075 10
1400 1893 30
1322 2352 15
791 2817 59
2211 2276 82
2821 2903 51
3058 3064 35
1616 3288 41
1237 2856 48
673 1517 1
785 1367 23
1726 2967 94
1596 2529 18
600 3915 4
1591 1993 51
1192 3442 15
796 2168 81
3840 3843 20
55 2358 40
2816 4125 70
1760 2473 50
900 3997 98
158 1948 63
1841 3293 1
2079 2289 11
399 3494 16
3034 3058 89
21 126 42
1057 1353 17
2091 2821 27
679 1815 53
1169 2357 57
1433 2474 30
750 3682 93
983 3705 7
1050 1472 23
136 979 8
1407 3980 26
648 1682 31
3209 3981 5
2399 2410 88
2755 2882 48
2897 2998 22
2609 3687 7
2320 3103 20
1676 2090 35
706 1226 77
2786 3813 36
2233 2867 11
355 1184 82
2006 3459 38
2251 2446 12
846 972 99
925 4020 64
2395 3482 88
3155 3560 74
367 382 20
2081 3915 15
1207 3260 86
1536 1983 76
3074 3206 45
122 3573 72
1103 2276 34
979 3073 39
3193 3998 98
1800 3718 55
38 1409 80
956 3295 100
605 2193 85
1435 1512 38
1482 2211 78
1626 3448 71
1374 2239 6
208 500 97
595 2903 45
3322 3958 17
1098 1168 43
67 169 99
737 2211 83
395 1092 58
1608 3613 18
2753 4011 79
244 3445 78
2089 3536 20
1014 2196 15
1501 3244 28
812 2095 36
1883 3327 81
428 1268 73
3613 4086 14
770 2151 86
1063 3352 86
1707 2947 65
3223 3398 28
1733 3728 48
1027 1607 5
323 1151 29
289 1320 48
1274 3271 50
366 3925 20
3202 4013 32
324 2544 41
426 3659 58
605 1434 82
428 3728 93
1035 2049 67
1417 1938 22
31 2981 87
2013 2305 37
1671 4061 87
3174 3297 92
443 1023 73
41 3788 16
654 1064 11
925 3264 12
3206 4079 78
1763 4078 28
2128 2264 5
1585 3674 42
1325 3388 20
2646 2831 2
1395 1484 22
1999 2192 82
1043 3601 99
1759 3387 57
565 716 36
2599 2731 45
3608 4085 42
518 598 73
831 3877 19
1343 2725 7
2821 3557 69
123 915 17
1641 3762 74
440 839 52
178 1816 39
1674 3008 79
1821 2529 93
2129 2543 79
585 882 78
2012 2784 49
1788 3865 82
2399 2897 67
1048 3287 16
1777 3054 54
94 1937 92
228 836 29
1041 1999 3
112 3036 33
3260 3728 85
878 2281 44
919 970 28
333 3978 98
239 3935 53
1830 1838 25
426 796 87
2012 3527 80
12 1412 25
141 836 32
2320 3925 94
996 2355 60
632 1961 78
824 1284 21
1498 3054 5
1692 2134 79
1550 3573 40
2596 2731 52
1208 2952 81
3030 3071 86
1475 3198 40
2357 3925 41
1169 1192 52
1759 3613 99
15 3925 39
1233 3725 97
196 2604 93
1041 3897 69
1194 3488 59
760 2841 6
1841 4044 68
532 3555 76
1038 3373 68
284 3919 76
1164 3808 69
1506 2749 68
1177 2438 82
2977 4011 23
678 2136 79
2386 2753 16
3685 3824 92
285 1944 32
1438 4014 65
2898 4043 18
549 3157 37
796 1999 8
2825 4124 32
3673 3871 19
2169 3593 69
529 3074 6
2038 3868 83
3010 3066 81
1660 2128 85
2280 2429 22
407 3378 92
1641 3603 71
2437 2883 7
977 1545 1
449 2165 73
1949 3418 74
436 1266 87
737 3297 45
998 3090 17
1203 1555 77
214 2493 64
2749 2903 19
1667 1677 35
618 2909 60
394 915 18
1199 3844 66
2654 3641 20
901 2223 71
220 557 38
1227 2141 83
1797 3294 54
500 3504 17
1231 3636 22
500 2066 71
1679 2992 62
2917 3881 53
117 3951 43
3418 3613 28
3646 4003 26
3151 3155 65
189 2571 15
1511 1837 19
2196 2744 73
3278 3279 10
1200 3010 19
248 2318 43
2006 2909 88
1266 3714 33
956 3787 64
1337 2415 51
1245 2094 42
40 1137 18
153 922 66
2858 3538 93
2098 3601 4
942 1827 10
2593 3827 91
3297 3653 57
2964 3264 21
5 2759 7
405 1169 77
1774 2328 19
1148 4090 67
1901 2850 30
409 877 37
692 1186 63
3613 4039 15
1002 1942 25
162 2687 50
3673 4051 79
1600 3299 32
1878 1958 53
1419 3487 17
687 950 96
258 2787 26
1328 2964 5
117 1923 67
540 4156 41
2303 3987 21
1128 4017 6
746 3135 70
529 2759 51
2787 3734 24
716 1520 85
600 1230 59
2578 3638 13
497 1327 15
1084 2199 36
1677 3150 86
1536 4060 85
1535 2320 74
2247 2280 66
2013 3231 79
2909 3260 48
391 3932 14
2565 3443 95
578 2235 62
1042 3290 81
3347 3653 7
3027 3288 82
2036 2263 36
97 1266 78
671 2947 49
350 3297 48
6 1266 57
1559 2320 18
286 1614 53
749 2284 96
706 2970 25
1037 3768 52
1493 1921 89
655 2912 58
287 1044 94
1950 2577 8
382 1125 16
1343 2163 53
1309 3728 4
1209 2091 75
370 919 42
1331 3719 33
1752 2181 38
1801 2906 82
1431 3982 4
1937 2756 48
67 738 72
1561 1916 12
1295 3111 81
3312 4011 8
444 3134 91
1348 2782 31
1384 1888 49
1373 3489 25
224 1727 52
3578 3613 88
2291 3659 73
470 4011 6
1535 2560 54
1250 1746 81
2184 3868 9
1331 1336 22
2405 2481 81
253 2235 87
3715 3807 33
2430 2922 53
967 2181 3
2031 3919 33
570 1474 77
1116 3031 72
2749 3557 37
1599 2489 31
2909 4003 79
1559 2560 98
737 2004 64
618 1483 18
1731 2169 83
1600 2950 99
3529 3629 41
850 1135 94
2867 3027 85
1553 1942 6
2706 3441 32
3753 4033 53
2912 3559 24
1225 2508 60
426 2749 88
816 3928 21
509 3635 23
1817 2138 22
861 3887 19
1256 2757 54
1938 2980 87
2984 3283 64
1182 2338 37
1387 3730 56
1331 3780 70
491 1800 70
750 3816 71
1838 3005 12
432 2476 33
3902 3912 15
1064 3487 12
540 1976 81
3723 4013 83
436 1103 16
1256 2740 65
3349 3807 87
5 3951 71
1364 3313 54
164 1410 3
660 2335 4
2250 3387 78
847 1559 9
882 3987 70
337 3726 38
641 2459 23
1999 2783 29
1330 3511 66
1632 3357 10
1997 3491 3
1153 4049 25
1608 2366 19
2094 4017 52
2374 2923 34
1250 2977 8
2203 3460 62
2400 3201 66
50 873 40
2447 2514 44
1901 2092 44
2516 3415 100
167 1743 57
3473 3874 70
436 3663 36
2584 3885 98
2341 3517 9
426 832 99
2448 3845 2
1348 3915 92
739 3487 37
531 3770 100
1305 3141 1
63 2284 30
201 3894 78
1064 1783 44
1231 1674 68
1192 3789 14
842 2055 86
152 619 84
3373 4001 29
885 1187 63
153 2874 50
3503 3845 7
2379 2515 53
350 2004 67
1793 3290 62
865 1262 18
2767 2846 8
1732 2719 64
2250 3613 20
263 3336 14
728 793 98
1663 3780 62
1024 2429 86
270 2215 74
1815 2758 100
2556 4037 14
1266 3347 94
823 3126 4
366 2776 87
1245 1760 64
2181 2534 38
851 1533 91
1512 3111 8
387 1030 56
2428 3839 80
218 1600 7
3745 3945 9
2996 3603 76
739 1783 69
1146 2637 4
2855 2909 7
1237 3087 75
97 1103 7
1902 3700 11
1349 3886 30
3753 3798 58
184 605 38
1765 1768 20
1843 3934 60
3557 3659 19
2439 3839 21
1185 2415 39
1635 1960 54
1192 3123 92
497 2603 7
832 3894 39
201 832 24
1187 2856 98
1436 2605 50
1749 1816 40
948 3175 12
1677 2035 31
2105 2678 30
5 250 54
1789 4019 31
34 3603 54
312 2032 65
645 3195 59
1358 3407 66
214 2564 71
574 1556 95
2114 3972 7
556 2741 82
768 1404 25
1528 4081 94
2360 3447 8
2687 3807 65
919 3807 57
2392 3669 74
2173 3140 92
2852 3904 29
529 3653 49
773 4070 2
424 2821 50
1614 2031 10
807 2753 67
1614 1689 96
43 3603 33
85 3279 27
1983 4060 42
1535 2906 36
2357 2776 8
2763 3844 50
479 3571 5
1941 3919 43
1192 2357 70
15 2776 6
876 2258 91
812 1129 14
2174 3664 31
1310 3195 74
2173 3514 50
1785 3397 33
2771 2811 37
2144 3494 11
507 1267 5
981 1901 77
1809 2447 27
3048 3273 78
3211 4073 31
570 596 51
2844 2886 75
2573 3693 93
2759 3487 57
69 3718 94
2084 3780 13
720 2281 46
707 2410 36
673 3074 70
1792 3474 59
1841 3983 31
3531 3684 38
547 2197 55
1321 3511 87
3494 3524 71
2210 2239 22
191 1736 82
380 3660 49
1014 3707 2
489 1611 95
2711 3922 64
1834 2515 58
998 2627 46
2284 3392 17
1367 3151 93
2044 3500 13
85 91 31
127 2015 41
1901 2315 35
1567 2445 91
2233 3288 68
1746 2953 76
1293 3936 44
970 3439 82
590 2305 24
1999 4129 11
2138 3640 7
1176 1325 30
1758 1888 43
750 2018 5
259 1942 92
532 2549 74
1945 3081 21
1945 2321 1
706 2247 34
561 3790 70
2291 2749 3
1755 2911 41
1180 1920 69
1851 3351 97
2123 4030 72
335 1733 95
1552 2733 22
382 2611 78
1331 2637 39
2730 3180 39
775 2248 90
1185 1233 45
2980 3799 12
440 471 96
1462 2824 79
2094 4008 99
1581 4049 93
823 3917 51
1048 3288 33
2159 3651 45
2903 3894 40
1682 3032 35
1541 3127 79
391 1891 17
34 1320 43
616 3087 24
1268 3772 81
2753 3387 71
2399 2741 15
1180 3235 24
494 3442 77
911 3846 72
4128 4134 95
1134 3463 74
1524 3393 74
1757 2757 85
886 3303 66
1191 2319 93
2201 2909 33
2668 3903 8
645 1693 25
673 2759 15
1664 2329 26
227 2128 62
870 3991 66
893 2885 77
2783 3659 25
2251 2995 45
3210 3678 85
2685 3903 35
2637 3326 38
3206 3951 2
1356 2250 35
357 3903 67
2308 4136 9
43 1320 22
2755 3139 17
3525 4019 47
1999 2821 75
977 3387 15
470 1002 53
707 2897 15
1521 2370 90
340 2203 40
70 3520 59
67 2996 58
1063 2013 23
518 1506 9
3411 3802 24
227 494 84
3866 3937 24
171 837 79
436 1942 79
3120 3594 67
1733 2201 89
253 3794 90
283 2786 84
1285 1593 65
2753 3613 13
1981 3591 7
290 716 11
363 2614 40
763 2376 94
2276 3074 63
3777 4009 89
1255 1375 29
1551 2264 18
2333 2723 63
108 2456 49
1438 2395 42
343 2445 47
3421 4041 97
523 1946 44
2316 2529 38
2233 2429 65
1328 2936 29
117 3297 25
2813 3803 3
1544 3686 75
1039 3289 71
2199 2834 96
2977 3180 96
3074 3714 81
553 1659 95
2269 4081 65
364 2328 9
263 3650 52
1131 3418 16
1208 3517 86
678 1398 33
486 3483 26
769 3155 23
748 1614 75
2403 3682 36
2398 2410 57
201 1348 96
1453 3332 36
1432 2298 7
1669 2128 64
1649 3924 76
741 1643 51
2293 3568 88
2248 2723 28
184 1099 36
302 346 93
1994 2147 62
179 1241 95
3156 4038 31
5 2211 91
2004 3074 31
363 1859 5
1890 3684 67
2001 2762 34
1621 4151 67
1132 1863 12
736 3792 29
1260 1493 90
2540 3021 46
1002 3174 69
2482 3360 11
827 2173 27
2094 2267 2
436 470 55
447 2643 37
3465 4025 89
1465 3816 36
299 1879 61
619 3568 94
250 3206 1
267 2476 18
1415 2836 26
3613 3620 92
1427 2518 92
2276 2759 8
1120 2876 61
1177 2971 43
531 4030 20
1919 1995 53
1443 3262 36
590 3231 66
1034 1780 63
659 693 59
673 3951 79
143 1183 93
1336 2980 25
2977 3613 57
664 3914 71
3120 3155 4
100 1037 78
1816 3800 45
832 1348 57
975 3530 84
1537 1637 25
72 1561 18
1507 3708 2
182 2893 72
2250 2386 61
452 1456 13
1930 3251 46
2802 3469 84
1472 3945 46
1394 1535 58
293 3189 45
514 2819 6
227 2959 89
163 2095 17
1048 1661 74
3400 3415 4
1468 1512 61
366 3287 74
1358 2138 93
569 2733 49
3042 3330 61
2186 3373 56
155 1958 40
596 1031 52
2398 2897 36
3347 4011 93
846 1946 57
44 2554 31
518 2192 71
1039 1937 87
3685 3754 2
345 2265 49
1288 1800 77
644 2045 78
1451 3778 56
1537 3023 87
1009 2780 88
1553 3174 50
380 3510 99
424 1051 60
97 470 46
1942 4079 94
1128 1844 65
1169 1945 53
6 470 25
2984 3653 54
117 2004 44
678 3885 12
2271 3898 16
1188 2975 52
3707 3916 38
713 2584 80
531 816 82
2128 3797 66
1868 4001 74
1160 1873 50
2211 3206 92
1537 3607 15
1994 3487 42
3957 4089 29
5 3297 53
491 3578 96
1183 3629 15
421 2349 33
1137 1435 91
716 1561 82
341 846 2
245 1011 31
2043 3788 78
277 3029 29
8 1800 97
407 2970 56
3347 3418 12
495 649 27
190 627 98
1723 1724 70
470 3387 98
1909 3740 8
3190 3304 7
250 737 28
598 3894 85
2247 3168 62
1987 3975 21
925 2909 77
121 3728 76
2841 2890 50
871 1249 83
118 198 73
2303 2452 26
569 1495 3
235 3725 59
2621 3883 11
2148 3942 51
1113 1506 54
778 1169 40
2906 3027 94
1535 1981 11
112 1376 13
87 187 25
101 1445 45
849 1223 59
3222 3447 30
1105 2257 73
1928 3818 23
3074 3347 42
1787 2002 80
289 738 54
1103 3206 44
1031 2251 77
161 3626 82
1559 1981 55
296 3994 23
2736 3582 59
2446 3971 82
1209 4129 21
354 775 98
2561 3565 45
1667 3454 44
1116 2733 6
2885 3758 70
470 3613 40
816 947 44
1288 2743 8
709 2551 95
1693 2158 18
3154 3835 18
1342 2923 42
1287 2282 40
1167 2015 81
122 3173 72
1169 1226 30
769 1318 94
907 1175 41
1109 1441 25
387 3935 41
796 1041 22
2627 3996 18
1599 2575 93
2645 3142 58
598 832 31
65 776 56
3179 3934 76
1226 3591 2
473 3613 33
1553 3120 32
2062 2588 67
860 1064 97
1591 2493 51
946 2061 12
1376 1686 67
593 3832 76
925 2999 7
1873 3483 23
312 3951 88
1841 2726 62
65 428 40
1674 2966 65
897 2205 41
3587 3770 36
350 3487 78
63 980 62
63 241 99
470 1064 7
1331 1420 50
2339 2613 79
284 772 77
509 2627 87
190 901 56
2210 2218 65
1291 4065 75
1493 1735 27
1064 2479 76
1687 2289 59
742 2625 76
2588 3818 83
180 2638 75
2382 2562 45
1132 3683 52
142 2477 60
2276 3653 6
3491 3625 95
440 2220 29
1938 3306 29
1768 2310 27
1274 1553 44
252 421 18
623 3930 72
832 2291 88
44 917 2
250 2250 49
2553 2721 49
1524 3977 2
248 2076 29
315 819 37
2133 2562 26
2518 3465 12
1464 2785 78
1741 4042 34
1999 2903 69
1024 1394 91
1927 4020 26
1024 1048 9
847 3925 31
268 2412 61
1231 2752 94
2284 2828 29
2320 2560 89
914 1198 49
846 2108 11
405 706 6
687 4028 22
529 4011 35
3135 3180 94
376 2985 50
2356 3234 63
2357 2560 36
582 979 34
1524 2096 25
1445 1483 55
196 3813 46
15 2560 34
2004 3653 74
1550 3173 40
889 1361 45
2140 3881 66
1063 1474 60
417 1421 33
2948 3601 54
2376 2991 52
42 2144 99
1130 1401 96
1643 3465 87
3546 3616 47
1488 1768 33
1010 2177 68
1501 1961 17
1553 1949 25
2116 2580 5
1386 2129 8
1561 3347 39
3806 4053 36
700 970 39
5 3418 10
1764 2503 84
142 2939 14
716 2307 64
1575 3798 40
1777 3625 61
807 2122 40
518 600 7
1353 3774 50
742 2036 63
518 2783 18
1760 2230 19
529 3418 54
585 3120 24
3792 4109 54
90 454 57
94 956 15
258 3252 31
1586 4005 100
2386 3487 94
233 2254 90
673 2211 99
1677 2673 77
65 3273 5
3206 3297 84
204 3358 59
753 2550 42
2673 2934 90
1011 2870 80
2211 2250 40
1498 3625 12
706 1169 8
383 1559 25
706 2280 95
2782 3897 40
468 1892 21
1710 3723 50
3155 3499 37
656 2518 91
596 2013 46
140 2476 81
753 4011 79
239 2290 88
757 2398 82
2094 3529 56
331 475 85
436 3174 23
975 1231 1
3120 3768 25
1594 1930 73
1177 2901 53
3582 3980 51
634 1874 61
1759 2276 70
2999 3048 34
843 3472 6
1043 1231 9
2039 3418 64
1241 2319 43
1999 3557 87
1923 3206 64
251 1453 31
201 1009 33
1176 3955 40
1137 2634 74
660 1621 66
529 3775 23
939 970 48
1401 3628 56
2063 2818 8
66 3743 26
2144 3241 10
579 1340 78
988 2296 9
407 2247 65
219 413 59
1724 2720 33
598 1348 3
227 3442 100
588 2530 87
428 3469 90
2138 3407 46
1401 4102 14
1561 2668 96
2032 3951 8
1045 3012 48
1103 2250 92
1372 1841 78
2805 3903 55
2482 3358 77
240 3832 33
332 1383 52
1009 1209 81
1765 1985 9
409 2811 15
1286 1779 58
1148 1681 14
483 963 93
971 3929 43
772 2451 48
296 3021 82
2886 3197 64
3408 4081 74
383 778 48
1122 1438 77
1433 3799 55
3476 3936 17
781 4109 13
1315 2049 47
1372 3293 62
533 3347 71
1242 2831 78
572 3231 8
3171 3562 4
2413 3520 92
794 866 85
280 1885 74
892 3437 30
34 169 76
1692 2342 15
351 673 71
669 3570 78
1013 2328 28
428 3327 76
3089 3844 56
2035 2334 12
1033 3873 13
3757 4082 10
950 2959 2
1536 4057 34
1455 2906 56
574 742 57
1169 2970 78
3010 3313 80
836 2941 62
3276 3323 96
832 1009 94
971 1022 24
43 169 55
1556 1557 54
1134 2230 13
97 3174 14
1122 2395 46
1774 3364 31
2031 2411 97
2078 3387 46
746 1264 63
919 1069 11
166 578 21
1939 4102 92
2447 3399 89
1048 1616 9
3897 3915 11
77 245 1
3541 3912 24
2399 3916 90
1137 3941 93
289 2996 40
364 3010 3
1160 2446 91
2414 3651 50
148 845 2
2709 2733 89
894 2823 54
1091 3431 97
3657 3764 4
679 1211 85
549 1807 87
2242 3473 92
1185 1877 93
942 1677 60
2138 2483 38
1333 2606 74
1014 2399 66
2176 3545 70
621 660 20
1762 4075 46
854 3298 89
547 561 43
473 2366 34
1407 2819 89
1950 3877 8
3168 3591 4
1816 2049 78
2556 3809 38
2299 2330 28
366 3288 91
962 1033 32
454 1427 82
432 839 4
5 674 62
896 3933 86
1559 1616 50
405 3925 29
1870 3655 54
3040 3208 25
1641 3550 70
477 2128 12
1288 3578 3
2168 2291 4
681 3945 25
141 594 18
1572 1821 38
995 2355 29
302 1470 1
1048 1394 35
250 1994 97
2042 2593 32
3095 3695 9
2398 2741 84
1711 1797 39
2961 3922 14
209 2187 7
340 3460 9
1191 2149 3
3297 3387 35
2395 3165 99
1951 1998 96
742 2018 57
97 3206 58
560 2552 93
1707 1949 99
2379 2691 45
302 2612 15
1216 2043 76
1003 3808 78
1730 1923 70
3206 3418 41
6 3206 37
878 1211 54
3578 3663 38
1656 1824 93
685 1768 40
166 3896 27
839 2835 53
236 1760 85
2415 3791 61
1263 2593 83
2138 3684 55
155 1836 66
1009 3897 77
90 286 1
132 1874 99
2529 4046 30
518 2821 64
1051 1506 32
201 598 46
600 3894 47
2130 2974 37
1209 2903 79
183 4065 27
579 1007 17
2984 4011 40
776 2248 21
3347 3387 85
635 975 9
1942 3951 18
2357 3288 12
2069 2281 65
2035 3583 45
2117 3471 83
2321 3168 56
250 739 62
15 3288 10
1537 1689 9
827 2157 55
1051 2091 77
2675 3956 26
2277 2452 20
1659 3222 52
117 3487 55
1838 3239 90
311 2320 30
1926 3955 90
231 3237 39
570 1063 90
472 3743 12
1266 3315 50
1629 1883 59
150 3693 80
1694 2112 67
155 1878 80
1024 2233 54
262 3329 64
563 2238 48
3108 4107 16
847 2776 98
1732 2328 17
864 2687 12
2868 3881 34
356 1841 82
295 3839 57
2169 2896 20
615 939 77
673 4011 99
1167 2325 51
317 3357 45
1262 2841 68
2081 3894 58
435 1453 35
1044 4155 48
2429 3591 95
3347 3613 27
1692 3095 16
356 3293 66
2503 4128 18
1267 2643 57
619 975 13
1392 2303 52
970 973 60
1923 2250 12
309 1662 82
2254 2839 86
102 1952 95
778 1535 62
3510 3922 33
825 1615 79
600 832 93
1064 3728 9
2446 3352 59
311 2560 10
1033 3343 3
767 2182 20
670 2652 3
2549 3488 64
887 3265 51
3310 3629 52
524 1786 55
1816 2904 13
904 3839 36
428 2720 57
68 2675 32
117 2953 77
41 3883 31
426 518 61
1983 4057 91
1192 1226 43
2399 2998 84
547 3094 4
1031 2301 27
852 1930 71
2558 3590 77
673 3418 18
239 2410 28
106 3171 42
47 3544 54
1064 3074 91
2160 4005 94
1991 4080 30
2098 3633 48
1461 1464 28
605 2350 54
1354 1674 81
6 737 64
604 3968 29
1297 2923 47
1103 1994 40
977 1119 59
1644 1766 35
2998 3916 59
754 873 64
1596 3673 66
1694 2283 74
2864 3362 87
1002 3714 49
682 1314 29
2749 2780 28
1030 2741 76
432 1769 14
1209 3557 97
769 1034 66
796 797 74
1091 3074 28
1945 2429 37
816 1629 38
2196 2369 98
342 558 37
1094 2971 70
840 1321 46
866 3568 51
192 3347 100
1370 2493 100
739 3074 16
1257 4035 11
2416 3500 45
1404 1977 82
1291 3624 78
1169 2247 87
2276 2550 55
3462 3552 55
2035 3330 44
66 3327 54
1724 3006 95
1051 2192 94
662 2861 8
956 3328 61
1007 2286 28
2453 3300 92
454 1253 24
1137 2707 15
436 529 58
1433 3324 80
1011 2812 94
2860 3720 49
160 2864 97
2799 3677 27
332 2946 23
3315 4011 1
201 518 86
2276 4011 92
2115 2258 100
777 2579 79
3585 4100 84
499 2141 15
1155 1827 13
516 2102 79
26 2697 4
3173 3555 47
1513 3350 2
975 1317 63
2270 3268 75
671 1949 83
2049 3673 9
66 106 97
2189 3488 4
2276 3752 89
1783 4079 65
2067 2188 22
758 3056 99
44 66 35
1845 3851 11
2219 2289 51
2604 3813 94
1513 3727 11
939 3097 7
2128 2148 33
19 3981 15
1185 1248 100
53 4065 97
1633 2585 17
2843 3936 94
1524 3714 31
239 2897 7
