4158 26844
1078 2750 17
2750 1078 17
1479 2135 93
2135 1479 93
1180 2830 39
2830 1180 39
174 703 94
703 174 94
1137 2074 54
2074 1137 54
3400 3840 29
3840 3400 29
778 1945 32
1945 778 32
1191 3080 30
3080 1191 30
235 2098 100
2098 235 100
1033 1903 23
1903 1033 23
1587 2698 12
2698 1587 12
807 3734 44
3734 807 44
1899 4081 95
4081 1899 95
800 1987 28
1987 800 28
1007 2539 29
2539 1007 29
101 3325 5
3325 101 5
59 2170 68
2170 59 68
2575 3488 70
3488 2575 70
1059 3087 57
3087 1059 57
409 2076 20
2076 409 20
354 1236 35
1236 354 35
962 3343 2
3343 962 2
246 1011 62
1011 246 62
1099 1610 88
1610 1099 88
1831 2834 88
2834 1831 88
2368 3955 92
3955 2368 92
323 2327 21
2327 323 21
218 374 65
374 218 65
883 1591 69
1591 883 69
1746 2602 9
2602 1746 9
2428 2869 90
2869 2428 90
2135 2769 7
2769 2135 7
2234 3435 98
3435 2234 98
2513 2819 75
2819 2513 75
1132 1543 72
1543 1132 72
63 921 59
921 63 59
1099 3510 88
3510 1099 88
3819 4008 74
4008 3819 74
1219 1858 24
1858 1219 24
2995 3352 78
3352 2995 78
1113 1348 68
1348 1113 68
1419 2004 6
2004 1419 6
883 3116 94
3116 883 94
117 1553 77
1553 117 77
569 1187 67
1187 569 67
865 3844 12
3844 865 12
1020 2262 23
2262 1020 23
2627 3837 15
3837 2627 15
2944 2996 45
2996 2944 45
737 3951 63
3951 737 63
604 671 80
671 604 80
410 2366 81
2366 410 81
2635 3018 40
3018 2635 40
1103 2984 70
2984 1103 70
338 572 51
572 338 51
228 1439 80
1439 228 80
1064 1274 91
1274 1064 91
253 733 53
733 253 53
2245 2264 32
2264 2245 32
2233 2776 64
2776 2233 64
952 1233 22
1233 952 22
1945 3168 100
3168 1945 100
651 2672 54
2672 651 54
436 2386 27
2386 436 27
703 4149 75
4149 703 75
117 2032 20
2032 117 20
1879 2202 32
2202 1879 32
313 3698 18
3698 313 18
2181 2545 25
2545 2181 25
986 3413 36
3413 986 36
2737 3250 46
3250 2737 46
248 2477 46
2477 248 46
2091 2783 81
2783 2091 81
3820 3964 57
3964 3820 57
1956 2296 17
2296 1956 17
2953 3613 13
3613 2953 13
3079 3923 89
3923 3079 89
1384 3934 31
3934 1384 31
3312 3318 27
3318 3312 27
3203 3264 30
3264 3203 30
1888 3172 1
3172 1888 1
1593 3058 18
3058 1593 18
3404 3966 95
3966 3404 95
869 1110 58
1110 869 58
733 2144 20
2144 733 20
432 2047 40
2047 432 40
1407 2513 87
2513 1407 87
1783 3347 21
3347 1783 21
1048 2776 29
2776 1048 29
2035 3955 69
3955 2035 69
106 799 18
799 106 18
523 2235 57
2235 523 57
3764 4047 32
4047 3764 32
737 1923 87
1923 737 87
565 2593 45
2593 565 45
1210 3418 65
3418 1210 65
724 3387 72
3387 724 72
268 3170 47
3170 268 47
802 1321 68
1321 802 68
1779 3649 31
3649 1779 31
141 541 17
541 141 17
1024 2867 32
2867 1024 32
863 3938 48
3938 863 48
153 3683 3
3683 153 3
3312 3653 22
3653 3312 22
692 859 4
859 692 4
1409 1921 85
1921 1409 85
88 946 59
946 88 59
1002 1266 33
1266 1002 33
2848 2876 29
2876 2848 29
2173 2324 20
2324 2173 20
3531 3640 90
3640 3531 90
3253 3930 2
3930 3253 2
1157 3846 98
3846 1157 98
1972 2955 16
2955 1972 16
1760 4119 32
4119 1760 32
240 2411 76
2411 240 76
598 1230 97
1230 598 97
470 3653 20
3653 470 20
3867 4044 74
4044 3867 74
2112 2930 31
2930 2112 31
123 1778 88
1778 123 88
381 3065 65
3065 381 65
297 2284 84
2284 297 84
778 1226 9
1226 778 9
1438 1531 54
1531 1438 54
913 1198 18
1198 913 18
954 3416 95
3416 954 95
2290 2399 22
2399 2290 22
1034 2819 26
2819 1034 26
386 2262 69
2262 386 69
1401 3844 28
3844 1401 28
3521 4015 55
4015 3521 55
2483 3405 7
3405 2483 7
3271 3560 70
3560 3271 70
1419 1759 41
1759 1419 41
1196 3832 69
3832 1196 69
1553 2947 91
2947 1553 91
887 2064 34
2064 887 34
407 1192 30
1192 407 30
1890 2447 38
2447 1890 38
1572 3503 32
3503 1572 32
331 2074 68
2074 331 68
403 1251 9
1251 403 9
2897 3916 28
3916 2897 28
424 1506 95
1506 424 95
2504 3330 83
3330 2504 83
350 3951 66
3951 350 66
1929 3848 64
3848 1929 64
405 3027 63
3027 405 63
776 1722 79
1722 776 79
403 3489 55
3489 403 55
1524 1602 27
1602 1524 27
97 2386 18
2386 97 18
1482 1593 72
1593 1482 72
2749 2821 25
2821 2749 25
1432 2548 57
2548 1432 57
6 2386 97
2386 6 97
1250 1863 70
1863 1250 70
1064 2004 1
2004 1064 1
1908 2514 35
2514 1908 35
2250 4011 86
4011 2250 86
1024 3287 72
3287 1024 72
85 1563 55
1563 85 55
5 4079 47
4079 5 47
165 3539 27
3539 165 27
1685 3661 21
3661 1685 21
560 2173 50
2173 560 50
102 1376 3
1376 102 3
833 3613 93
3613 833 93
2089 2612 12
2612 2089 12
1263 3138 48
3138 1263 48
2454 3292 87
3292 2454 87
1354 4153 24
4153 1354 24
398 2671 94
2671 398 94
1071 3934 28
3934 1071 28
785 3499 67
3499 785 67
3357 3358 2
3358 3357 2
1063 1160 22
1160 1063 22
559 3516 50
3516 559 50
2953 2977 1
2977 2953 1
350 1923 90
1923 350 90
532 1599 24
1599 532 24
86 1383 26
1383 86 26
3556 3693 66
3693 3556 66
1685 3673 25
3673 1685 25
1348 3897 86
3897 1348 86
581 1335 55
1335 581 55
564 3473 74
3473 564 74
739 2004 26
2004 739 26
3092 3124 9
3124 3092 9
2560 2970 99
2970 2560 99
1444 1677 22
1677 1444 22
967 1752 10
1752 967 10
2196 3916 97
3916 2196 97
1641 1777 29
1777 1641 29
293 3250 82
3250 293 82
5 1553 5
1553 5 5
2067 2743 57
2743 2067 57
2784 2813 74
2813 2784 74
250 2276 91
2276 250 91
3134 3231 30
3231 3134 30
1082 1295 6
1295 1082 6
1051 2749 63
2749 1051 63
1236 2248 81
2248 1236 81
394 1778 89
1778 394 89
44 436 25
436 44 25
2302 3587 90
3587 2302 90
1720 3965 74
3965 1720 74
1665 3965 69
3965 1665 69
1450 1950 49
1950 1450 49
600 2782 43
2782 600 43
250 1546 81
1546 250 81
1771 4061 87
4061 1771 87
439 3058 44
3058 439 44
1967 2225 51
2225 1967 51
1075 1791 21
1791 1075 21
29 1763 19
1763 29 19
2250 3418 5
3418 2250 5
1546 4020 15
4020 1546 15
776 2125 30
2125 776 30
2602 2953 12
2953 2602 12
1468 1541 54
1541 1468 54
1506 3659 38
3659 1506 38
88 2638 23
2638 88 23
1446 2735 70
2735 1446 70
311 847 89
847 311 89
1818 2755 42
2755 1818 42
1169 3789 1
3789 1169 1
706 1945 100
1945 706 100
65 1724 72
1724 65 72
3686 4101 32
4101 3686 32
1766 3185 40
3185 1766 40
1353 2861 29
2861 1353 29
759 2804 46
2804 759 46
1061 2259 43
2259 1061 43
2022 2977 40
2977 2022 40
1994 2753 64
2753 1994 64
891 2186 32
2186 891 32
3699 3976 10
3976 3699 10
1807 1933 27
1933 1807 27
518 1009 60
1009 518 60
1835 2156 86
2156 1835 86
101 3818 86
3818 101 86
3387 4079 89
4079 3387 89
742 2035 46
2035 742 46
1896 2751 92
2751 1896 92
577 2885 81
2885 577 81
2268 3939 20
3939 2268 20
2029 4133 9
4133 2029 9
3486 3934 93
3934 3486 93
767 1194 24
1194 767 24
1808 3503 48
3503 1808 48
2479 3686 60
3686 2479 60
2204 2466 95
2466 2204 95
1399 1821 75
1821 1399 75
1046 3455 10
3455 1046 10
1064 1759 36
1759 1064 36
2153 3453 93
3453 2153 93
894 1244 11
1244 894 11
586 1939 78
1939 586 78
570 2013 40
2013 570 40
1204 1484 1
1484 1204 1
1653 2952 76
2952 1653 76
106 3475 10
3475 106 10
3138 3232 71
3232 3138 71
864 3254 51
3254 864 51
2454 2781 100
2781 2454 100
2776 3925 30
3925 2776 30
3789 3925 33
3925 3789 33
1113 2291 99
2291 1113 99
2081 2782 54
2782 2081 54
1005 1050 54
1050 1005 54
2586 3018 21
3018 2586 21
1553 3283 3
3283 1553 3
1153 3400 92
3400 1153 92
948 3313 58
3313 948 58
90 2810 9
2810 90 9
428 1236 29
1236 428 29
47 213 27
213 47 27
750 1231 26
1231 750 26
289 3603 59
3603 289 59
1937 3924 4
3924 1937 4
2250 3775 74
3775 2250 74
1122 3962 85
3962 1122 85
2289 2411 95
2411 2289 95
1651 1755 65
1755 1651 65
1483 1952 6
1952 1483 6
1930 2809 32
2809 1930 32
1049 3699 51
3699 1049 51
3165 3307 83
3307 3165 83
1999 2091 65
2091 1999 65
1498 1546 69
1546 1498 69
1351 2825 55
2825 1351 55
3328 4157 86
4157 3328 86
1002 1103 62
1103 1002 62
1160 1935 4
1935 1160 4
1169 3123 79
3123 1169 79
739 1759 61
1759 739 61
2457 2502 50
2502 2457 50
1366 3904 63
3904 1366 63
2320 2896 1
2896 2320 1
1296 2203 76
2203 1296 76
852 2173 2
2173 852 2
1921 2253 1
2253 1921 1
307 1445 31
1445 307 31
1841 3062 74
3062 1841 74
90 1510 9
1510 90 9
311 1394 88
1394 311 88
106 2075 10
2075 106 10
1400 1893 30
1893 1400 30
1322 2352 15
2352 1322 15
791 2817 59
2817 791 59
2211 2276 82
2276 2211 82
2821 2903 51
2903 2821 51
3058 3064 35
3064 3058 35
1616 3288 41
3288 1616 41
1237 2856 48
2856 1237 48
673 1517 1
1517 673 1
785 1367 23
1367 785 23
1726 2967 94
2967 1726 94
1596 2529 18
2529 1596 18
600 3915 4
3915 600 4
1591 1993 51
1993 1591 51
1192 3442 15
3442 1192 15
796 2168 81
2168 796 81
3840 3843 20
3843 3840 20
55 2358 40
2358 55 40
2816 4125 70
4125 2816 70
1760 2473 50
2473 1760 50
900 3997 98
3997 900 98
158 1948 63
1948 158 63
1841 3293 1
3293 1841 1
2079 2289 11
2289 2079 11
399 3494 16
3494 399 16
3034 3058 89
3058 3034 89
21 126 42
126 21 42
1057 1353 17
1353 1057 17
2091 2821 27
2821 2091 27
679 1815 53
1815 679 53
1169 2357 57
2357 1169 57
1433 2474 30
2474 1433 30
750 3682 93
3682 750 93
983 3705 7
3705 983 7
1050 1472 23
1472 1050 23
136 979 8
979 136 8
1407 3980 26
3980 1407 26
648 1682 31
1682 648 31
3209 3981 5
3981 3209 5
2399 2410 88
2410 2399 88
2755 2882 48
2882 2755 48
2897 2998 22
2998 2897 22
2609 3687 7
3687 2609 7
2320 3103 20
3103 2320 20
1676 2090 35
2090 1676 35
706 1226 77
1226 706 77
2786 3813 36
3813 2786 36
2233 2867 11
2867 2233 11
355 1184 82
1184 355 82
2006 3459 38
3459 2006 38
2251 2446 12
2446 2251 12
846 972 99
972 846 99
925 4020 64
4020 925 64
2395 3482 88
3482 2395 88
3155 3560 74
3560 3155 74
367 382 20
382 367 20
2081 3915 15
3915 2081 15
1207 3260 86
3260 1207 86
1536 1983 76
1983 1536 76
3074 3206 45
3206 3074 45
122 3573 72
3573 122 72
1103 2276 34
2276 1103 34
979 3073 39
3073 979 39
3193 3998 98
3998 3193 98
1800 3718 55
3718 1800 55
38 1409 80
1409 38 80
956 3295 100
3295 956 100
605 2193 85
2193 605 85
1435 1512 38
1512 1435 38
1482 2211 78
2211 1482 78
1626 3448 71
3448 1626 71
1374 2239 6
2239 1374 6
208 500 97
500 208 97
595 2903 45
2903 595 45
3322 3958 17
3958 3322 17
1098 1168 43
1168 1098 43
67 169 99
169 67 99
737 2211 83
2211 737 83
395 1092 58
1092 395 58
1608 3613 18
3613 1608 18
2753 4011 79
4011 2753 79
244 3445 78
3445 244 78
2089 3536 20
3536 2089 20
1014 2196 15
2196 1014 15
1501 3244 28
3244 1501 28
812 2095 36
2095 812 36
1883 3327 81
3327 1883 81
428 1268 73
1268 428 73
3613 4086 14
4086 3613 14
770 2151 86
2151 770 86
1063 3352 86
3352 1063 86
1707 2947 65
2947 1707 65
3223 3398 28
3398 3223 28
1733 3728 48
3728 1733 48
1027 1607 5
1607 1027 5
323 1151 29
1151 323 29
289 1320 48
1320 289 48
1274 3271 50
3271 1274 50
366 3925 20
3925 366 20
3202 4013 32
4013 3202 32
324 2544 41
2544 324 41
426 3659 58
3659 426 58
605 1434 82
1434 605 82
428 3728 93
3728 428 93
1035 2049 67
2049 1035 67
1417 1938 22
1938 1417 22
31 2981 87
2981 31 87
2013 2305 37
2305 2013 37
1671 4061 87
4061 1671 87
3174 3297 92
3297 3174 92
443 1023 73
1023 443 73
41 3788 16
3788 41 16
654 1064 11
1064 654 11
925 3264 12
3264 925 12
3206 4079 78
4079 3206 78
1763 4078 28
4078 1763 28
2128 2264 5
2264 2128 5
1585 3674 42
3674 1585 42
1325 3388 20
3388 1325 20
2646 2831 2
2831 2646 2
1395 1484 22
1484 1395 22
1999 2192 82
2192 1999 82
1043 3601 99
3601 1043 99
1759 3387 57
3387 1759 57
565 716 36
716 565 36
2599 2731 45
2731 2599 45
3608 4085 42
4085 3608 42
518 598 73
598 518 73
831 3877 19
3877 831 19
1343 2725 7
2725 1343 7
2821 3557 69
3557 2821 69
123 915 17
915 123 17
1641 3762 74
3762 1641 74
440 839 52
839 440 52
178 1816 39
1816 178 39
1674 3008 79
3008 1674 79
1821 2529 93
2529 1821 93
2129 2543 79
2543 2129 79
585 882 78
882 585 78
2012 2784 49
2784 2012 49
1788 3865 82
3865 1788 82
2399 2897 67
2897 2399 67
1048 3287 16
3287 1048 16
1777 3054 54
3054 1777 54
94 1937 92
1937 94 92
228 836 29
836 228 29
1041 1999 3
1999 1041 3
112 3036 33
3036 112 33
3260 3728 85
3728 3260 85
878 2281 44
2281 878 44
919 970 28
970 919 28
333 3978 98
3978 333 98
239 3935 53
3935 239 53
1830 1838 25
1838 1830 25
426 796 87
796 426 87
2012 3527 80
3527 2012 80
12 1412 25
1412 12 25
141 836 32
836 141 32
2320 3925 94
3925 2320 94
996 2355 60
2355 996 60
632 1961 78
1961 632 78
824 1284 21
1284 824 21
1498 3054 5
3054 1498 5
1692 2134 79
2134 1692 79
1550 3573 40
3573 1550 40
2596 2731 52
2731 2596 52
1208 2952 81
2952 1208 81
3030 3071 86
3071 3030 86
1475 3198 40
3198 1475 40
2357 3925 41
3925 2357 41
1169 1192 52
1192 1169 52
1759 3613 99
3613 1759 99
15 3925 39
3925 15 39
1233 3725 97
3725 1233 97
196 2604 93
2604 196 93
1041 3897 69
3897 1041 69
1194 3488 59
3488 1194 59
760 2841 6
2841 760 6
1841 4044 68
4044 1841 68
532 3555 76
3555 532 76
1038 3373 68
3373 1038 68
284 3919 76
3919 284 76
1164 3808 69
3808 1164 69
1506 2749 68
2749 1506 68
1177 2438 82
2438 1177 82
2977 4011 23
4011 2977 23
678 2136 79
2136 678 79
2386 2753 16
2753 2386 16
3685 3824 92
3824 3685 92
285 1944 32
1944 285 32
1438 4014 65
4014 1438 65
2898 4043 18
4043 2898 18
549 3157 37
3157 549 37
796 1999 8
1999 796 8
2825 4124 32
4124 2825 32
3673 3871 19
3871 3673 19
2169 3593 69
3593 2169 69
529 3074 6
3074 529 6
2038 3868 83
3868 2038 83
3010 3066 81
3066 3010 81
1660 2128 85
2128 1660 85
2280 2429 22
2429 2280 22
407 3378 92
3378 407 92
1641 3603 71
3603 1641 71
2437 2883 7
2883 2437 7
977 1545 1
1545 977 1
449 2165 73
2165 449 73
1949 3418 74
3418 1949 74
436 1266 87
1266 436 87
737 3297 45
3297 737 45
998 3090 17
3090 998 17
1203 1555 77
1555 1203 77
214 2493 64
2493 214 64
2749 2903 19
2903 2749 19
1667 1677 35
1677 1667 35
618 2909 60
2909 618 60
394 915 18
915 394 18
1199 3844 66
3844 1199 66
2654 3641 20
3641 2654 20
901 2223 71
2223 901 71
220 557 38
557 220 38
1227 2141 83
2141 1227 83
1797 3294 54
3294 1797 54
500 3504 17
3504 500 17
1231 3636 22
3636 1231 22
500 2066 71
2066 500 71
1679 2992 62
2992 1679 62
2917 3881 53
3881 2917 53
117 3951 43
3951 117 43
3418 3613 28
3613 3418 28
3646 4003 26
4003 3646 26
3151 3155 65
3155 3151 65
189 2571 15
2571 189 15
1511 1837 19
1837 1511 19
2196 2744 73
2744 2196 73
3278 3279 10
3279 3278 10
1200 3010 19
3010 1200 19
248 2318 43
2318 248 43
2006 2909 88
2909 2006 88
1266 3714 33
3714 1266 33
956 3787 64
3787 956 64
1337 2415 51
2415 1337 51
1245 2094 42
2094 1245 42
40 1137 18
1137 40 18
153 922 66
922 153 66
2858 3538 93
3538 2858 93
2098 3601 4
3601 2098 4
942 1827 10
1827 942 10
2593 3827 91
3827 2593 91
3297 3653 57
3653 3297 57
2964 3264 21
3264 2964 21
5 2759 7
2759 5 7
405 1169 77
1169 405 77
1774 2328 19
2328 1774 19
1148 4090 67
4090 1148 67
1901 2850 30
2850 1901 30
409 877 37
877 409 37
692 1186 63
1186 692 63
3613 4039 15
4039 3613 15
1002 1942 25
1942 1002 25
162 2687 50
2687 162 50
3673 4051 79
4051 3673 79
1600 3299 32
3299 1600 32
1878 1958 53
1958 1878 53
1419 3487 17
3487 1419 17
687 950 96
950 687 96
258 2787 26
2787 258 26
1328 2964 5
2964 1328 5
117 1923 67
1923 117 67
540 4156 41
4156 540 41
2303 3987 21
3987 2303 21
1128 4017 6
4017 1128 6
746 3135 70
3135 746 70
529 2759 51
2759 529 51
2787 3734 24
3734 2787 24
716 1520 85
1520 716 85
600 1230 59
1230 600 59
2578 3638 13
3638 2578 13
497 1327 15
1327 497 15
1084 2199 36
2199 1084 36
1677 3150 86
3150 1677 86
1536 4060 85
4060 1536 85
1535 2320 74
2320 1535 74
2247 2280 66
2280 2247 66
2013 3231 79
3231 2013 79
2909 3260 48
3260 2909 48
391 3932 14
3932 391 14
2565 3443 95
3443 2565 95
578 2235 62
2235 578 62
1042 3290 81
3290 1042 81
3347 3653 7
3653 3347 7
3027 3288 82
3288 3027 82
2036 2263 36
2263 2036 36
97 1266 78
1266 97 78
671 2947 49
2947 671 49
350 3297 48
3297 350 48
6 1266 57
1266 6 57
1559 2320 18
2320 1559 18
286 1614 53
1614 286 53
749 2284 96
2284 749 96
706 2970 25
2970 706 25
1037 3768 52
3768 1037 52
1493 1921 89
1921 1493 89
655 2912 58
2912 655 58
287 1044 94
1044 287 94
1950 2577 8
2577 1950 8
382 1125 16
1125 382 16
1343 2163 53
2163 1343 53
1309 3728 4
3728 1309 4
1209 2091 75
2091 1209 75
370 919 42
919 370 42
1331 3719 33
3719 1331 33
1752 2181 38
2181 1752 38
1801 2906 82
2906 1801 82
1431 3982 4
3982 1431 4
1937 2756 48
2756 1937 48
67 738 72
738 67 72
1561 1916 12
1916 1561 12
1295 3111 81
3111 1295 81
3312 4011 8
4011 3312 8
444 3134 91
3134 444 91
1348 2782 31
2782 1348 31
1384 1888 49
1888 1384 49
1373 3489 25
3489 1373 25
224 1727 52
1727 224 52
3578 3613 88
3613 3578 88
2291 3659 73
3659 2291 73
470 4011 6
4011 470 6
1535 2560 54
2560 1535 54
1250 1746 81
1746 1250 81
2184 3868 9
3868 2184 9
1331 1336 22
1336 1331 22
2405 2481 81
2481 2405 81
253 2235 87
2235 253 87
3715 3807 33
3807 3715 33
2430 2922 53
2922 2430 53
967 2181 3
2181 967 3
2031 3919 33
3919 2031 33
570 1474 77
1474 570 77
1116 3031 72
3031 1116 72
2749 3557 37
3557 2749 37
1599 2489 31
2489 1599 31
2909 4003 79
4003 2909 79
1559 2560 98
2560 1559 98
737 2004 64
2004 737 64
618 1483 18
1483 618 18
1731 2169 83
2169 1731 83
1600 2950 99
2950 1600 99
3529 3629 41
3629 3529 41
850 1135 94
1135 850 94
2867 3027 85
3027 2867 85
1553 1942 6
1942 1553 6
2706 3441 32
3441 2706 32
3753 4033 53
4033 3753 53
2912 3559 24
3559 2912 24
1225 2508 60
2508 1225 60
426 2749 88
2749 426 88
816 3928 21
3928 816 21
509 3635 23
3635 509 23
1817 2138 22
2138 1817 22
861 3887 19
3887 861 19
1256 2757 54
2757 1256 54
1938 2980 87
2980 1938 87
2984 3283 64
3283 2984 64
1182 2338 37
2338 1182 37
1387 3730 56
3730 1387 56
1331 3780 70
3780 1331 70
491 1800 70
1800 491 70
750 3816 71
3816 750 71
1838 3005 12
3005 1838 12
432 2476 33
2476 432 33
3902 3912 15
3912 3902 15
1064 3487 12
3487 1064 12
540 1976 81
1976 540 81
3723 4013 83
4013 3723 83
436 1103 16
1103 436 16
1256 2740 65
2740 1256 65
3349 3807 87
3807 3349 87
5 3951 71
3951 5 71
1364 3313 54
3313 1364 54
164 1410 3
1410 164 3
660 2335 4
2335 660 4
2250 3387 78
3387 2250 78
847 1559 9
1559 847 9
882 3987 70
3987 882 70
337 3726 38
3726 337 38
641 2459 23
2459 641 23
1999 2783 29
2783 1999 29
1330 3511 66
3511 1330 66
1632 3357 10
3357 1632 10
1997 3491 3
3491 1997 3
1153 4049 25
4049 1153 25
1608 2366 19
2366 1608 19
2094 4017 52
4017 2094 52
2374 2923 34
2923 2374 34
1250 2977 8
2977 1250 8
2203 3460 62
3460 2203 62
2400 3201 66
3201 2400 66
50 873 40
873 50 40
2447 2514 44
2514 2447 44
1901 2092 44
2092 1901 44
2516 3415 100
3415 2516 100
167 1743 57
1743 167 57
3473 3874 70
3874 3473 70
436 3663 36
3663 436 36
2584 3885 98
3885 2584 98
2341 3517 9
3517 2341 9
426 832 99
832 426 99
2448 3845 2
3845 2448 2
1348 3915 92
3915 1348 92
739 3487 37
3487 739 37
531 3770 100
3770 531 100
1305 3141 1
3141 1305 1
63 2284 30
2284 63 30
201 3894 78
3894 201 78
1064 1783 44
1783 1064 44
1231 1674 68
1674 1231 68
1192 3789 14
3789 1192 14
842 2055 86
2055 842 86
152 619 84
619 152 84
3373 4001 29
4001 3373 29
885 1187 63
1187 885 63
153 2874 50
2874 153 50
3503 3845 7
3845 3503 7
2379 2515 53
2515 2379 53
350 2004 67
2004 350 67
1793 3290 62
3290 1793 62
865 1262 18
1262 865 18
2767 2846 8
2846 2767 8
1732 2719 64
2719 1732 64
2250 3613 20
3613 2250 20
263 3336 14
3336 263 14
728 793 98
793 728 98
1663 3780 62
3780 1663 62
1024 2429 86
2429 1024 86
270 2215 74
2215 270 74
1815 2758 100
2758 1815 100
2556 4037 14
4037 2556 14
1266 3347 94
3347 1266 94
823 3126 4
3126 823 4
366 2776 87
2776 366 87
1245 1760 64
1760 1245 64
2181 2534 38
2534 2181 38
851 1533 91
1533 851 91
1512 3111 8
3111 1512 8
387 1030 56
1030 387 56
2428 3839 80
3839 2428 80
218 1600 7
1600 218 7
3745 3945 9
3945 3745 9
2996 3603 76
3603 2996 76
739 1783 69
1783 739 69
1146 2637 4
2637 1146 4
2855 2909 7
2909 2855 7
1237 3087 75
3087 1237 75
97 1103 7
1103 97 7
1902 3700 11
3700 1902 11
1349 3886 30
3886 1349 30
3753 3798 58
3798 3753 58
184 605 38
605 184 38
1765 1768 20
1768 1765 20
1843 3934 60
3934 1843 60
3557 3659 19
3659 3557 19
2439 3839 21
3839 2439 21
1185 2415 39
2415 1185 39
1635 1960 54
1960 1635 54
1192 3123 92
3123 1192 92
497 2603 7
2603 497 7
832 3894 39
3894 832 39
201 832 24
832 201 24
1187 2856 98
2856 1187 98
1436 2605 50
2605 1436 50
1749 1816 40
1816 1749 40
948 3175 12
3175 948 12
1677 2035 31
2035 1677 31
2105 2678 30
2678 2105 30
5 250 54
250 5 54
1789 4019 31
4019 1789 31
34 3603 54
3603 34 54
312 2032 65
2032 312 65
645 3195 59
3195 645 59
1358 3407 66
3407 1358 66
214 2564 71
2564 214 71
574 1556 95
1556 574 95
2114 3972 7
3972 2114 7
556 2741 82
2741 556 82
768 1404 25
1404 768 25
1528 4081 94
4081 1528 94
2360 3447 8
3447 2360 8
2687 3807 65
3807 2687 65
919 3807 57
3807 919 57
2392 3669 74
3669 2392 74
2173 3140 92
3140 2173 92
2852 3904 29
3904 2852 29
529 3653 49
3653 529 49
773 4070 2
4070 773 2
424 2821 50
2821 424 50
1614 2031 10
2031 1614 10
807 2753 67
2753 807 67
1614 1689 96
1689 1614 96
43 3603 33
3603 43 33
85 3279 27
3279 85 27
1983 4060 42
4060 1983 42
1535 2906 36
2906 1535 36
2357 2776 8
2776 2357 8
2763 3844 50
3844 2763 50
479 3571 5
3571 479 5
1941 3919 43
3919 1941 43
1192 2357 70
2357 1192 70
15 2776 6
2776 15 6
876 2258 91
2258 876 91
812 1129 14
1129 812 14
2174 3664 31
3664 2174 31
1310 3195 74
3195 1310 74
2173 3514 50
3514 2173 50
1785 3397 33
3397 1785 33
2771 2811 37
2811 2771 37
2144 3494 11
3494 2144 11
507 1267 5
1267 507 5
981 1901 77
1901 981 77
1809 2447 27
2447 1809 27
3048 3273 78
3273 3048 78
3211 4073 31
4073 3211 31
570 596 51
596 570 51
2844 2886 75
2886 2844 75
2573 3693 93
3693 2573 93
2759 3487 57
3487 2759 57
69 3718 94
3718 69 94
2084 3780 13
3780 2084 13
720 2281 46
2281 720 46
707 2410 36
2410 707 36
673 3074 70
3074 673 70
1792 3474 59
3474 1792 59
1841 3983 31
3983 1841 31
3531 3684 38
3684 3531 38
547 2197 55
2197 547 55
1321 3511 87
3511 1321 87
3494 3524 71
3524 3494 71
2210 2239 22
2239 2210 22
191 1736 82
1736 191 82
380 3660 49
3660 380 49
1014 3707 2
3707 1014 2
489 1611 95
1611 489 95
2711 3922 64
3922 2711 64
1834 2515 58
2515 1834 58
998 2627 46
2627 998 46
2284 3392 17
3392 2284 17
1367 3151 93
3151 1367 93
2044 3500 13
3500 2044 13
85 91 31
91 85 31
127 2015 41
2015 127 41
1901 2315 35
2315 1901 35
1567 2445 91
2445 1567 91
2233 3288 68
3288 2233 68
1746 2953 76
2953 1746 76
1293 3936 44
3936 1293 44
970 3439 82
3439 970 82
590 2305 24
2305 590 24
1999 4129 11
4129 1999 11
2138 3640 7
3640 2138 7
1176 1325 30
1325 1176 30
1758 1888 43
1888 1758 43
750 2018 5
2018 750 5
259 1942 92
1942 259 92
532 2549 74
2549 532 74
1945 3081 21
3081 1945 21
1945 2321 1
2321 1945 1
706 2247 34
2247 706 34
561 3790 70
3790 561 70
2291 2749 3
2749 2291 3
1755 2911 41
2911 1755 41
1180 1920 69
1920 1180 69
1851 3351 97
3351 1851 97
2123 4030 72
4030 2123 72
335 1733 95
1733 335 95
1552 2733 22
2733 1552 22
382 2611 78
2611 382 78
1331 2637 39
2637 1331 39
2730 3180 39
3180 2730 39
775 2248 90
2248 775 90
1185 1233 45
1233 1185 45
2980 3799 12
3799 2980 12
440 471 96
471 440 96
1462 2824 79
2824 1462 79
2094 4008 99
4008 2094 99
1581 4049 93
4049 1581 93
823 3917 51
3917 823 51
1048 3288 33
3288 1048 33
2159 3651 45
3651 2159 45
2903 3894 40
3894 2903 40
1682 3032 35
3032 1682 35
1541 3127 79
3127 1541 79
391 1891 17
1891 391 17
34 1320 43
1320 34 43
616 3087 24
3087 616 24
1268 3772 81
3772 1268 81
2753 3387 71
3387 2753 71
2399 2741 15
2741 2399 15
1180 3235 24
3235 1180 24
494 3442 77
3442 494 77
911 3846 72
3846 911 72
4128 4134 95
4134 4128 95
1134 3463 74
3463 1134 74
1524 3393 74
3393 1524 74
1757 2757 85
2757 1757 85
886 3303 66
3303 886 66
1191 2319 93
2319 1191 93
2201 2909 33
2909 2201 33
2668 3903 8
3903 2668 8
645 1693 25
1693 645 25
673 2759 15
2759 673 15
1664 2329 26
2329 1664 26
227 2128 62
2128 227 62
870 3991 66
3991 870 66
893 2885 77
2885 893 77
2783 3659 25
