5241 14484
2598 4980 47
1328 3815 72
1400 2866 71
1746 2354 93
3558 4919 70
3156 4246 67
304 4825 98
418 1761 44
388 1129 70
1277 1526 78
2251 2542 44
523 3565 67
1632 2270 31
1450 2145 64
613 1218 58
1228 4952 1
971 3121 7
371 3827 9
3659 4047 77
4313 5149 85
494 977 72
1420 1836 81
1831 4781 87
4393 4961 69
1644 4708 49
980 5180 89
1666 2617 84
1746 4162 29
682 4232 35
1576 3589 18
724 4087 72
4018 4495 22
3077 4444 84
994 1089 76
353 2411 79
1123 4349 95
46 214 13
2158 2983 58
449 845 33
840 4505 74
1282 2966 13
548 4205 22
3909 4838 74
2601 2972 4
1312 4882 15
4729 5150 98
1202 3752 95
1952 5116 33
1858 3685 92
726 937 84
1475 3763 45
3812 4184 49
1049 3731 95
4144 4196 45
1042 1277 60
1228 1296 49
58 214 85
1979 1980 58
1435 2842 48
123 4022 36
1420 3054 87
2263 4252 86
2597 3075 31
1994 2131 90
2652 4281 38
650 3458 85
3807 5015 21
941 1603 71
1164 1358 19
211 731 17
2485 5173 25
3115 4301 31
1331 2059 13
4912 4934 99
102 310 81
4467 4930 36
3062 4935 66
1438 4968 83
363 3791 49
467 3812 30
1464 3114 71
3079 4598 64
188 1058 63
3434 3465 8
1126 3579 98
1387 4341 43
1678 3212 71
4605 4737 33
855 1530 64
698 2310 57
2855 4390 84
1494 2403 14
1193 2140 12
2725 3157 93
1692 3310 71
1283 3062 76
2778 4472 91
780 827 88
2248 5143 68
1072 4167 20
696 711 12
602 3016 83
1800 3574 7
2500 4886 11
4014 4529 76
2322 2617 20
3247 4798 72
2925 2968 80
474 4157 12
1217 1312 80
581 1824 68
554 1052 7
9 846 10
1130 4956 31
1983 2059 25
519 4945 3
2394 4602 97
3849 4059 71
2090 4478 65
2434 4485 48
607 2713 87
1634 4516 75
2763 2916 74
857 4974 74
180 750 79
1998 2329 80
1260 3004 77
379 1877 7
1331 1782 4
316 2552 29
2609 3292 92
448 873 78
3920 4655 4
3060 3476 1
2183 2297 71
2958 3487 26
3754 4942 37
262 2792 35
433 4375 47
1501 2737 9
4166 4281 72
2388 2578 3
3054 4008 59
2501 2556 32
937 2581 73
123 4057 31
710 3239 22
2178 2498 33
3033 3412 76
379 3318 4
1538 2610 97
1271 4797 99
2207 2464 54
4057 4323 7
10 4057 28
1103 1530 52
4516 4613 66
2108 2332 41
862 2254 89
211 4911 77
1052 3593 42
295 2243 25
3080 4772 53
1601 3292 44
2725 4642 38
196 2347 24
1277 4912 40
116 360 65
170 2400 19
3215 5103 65
662 3576 63
1334 1915 58
254 755 58
757 4909 69
2717 3767 15
1526 3682 49
230 5128 55
732 1275 16
3777 5055 71
975 2862 28
4232 4281 18
794 1234 41
2488 4980 37
3006 4157 4
2640 2905 74
2601 4521 37
2699 4388 14
2955 4014 92
316 934 23
22 4157 100
1953 2154 10
1036 2745 30
1334 2667 42
3392 4987 80
2901 3122 54
2111 4076 82
147 4407 25
2350 4095 14
394 2954 81
2467 4986 88
290 4093 20
721 1351 67
600 4711 36
1605 4187 83
2076 2409 58
190 4651 6
2161 2692 4
196 2404 93
1298 2845 52
333 4207 91
714 2851 50
3941 5178 46
1060 3522 83
2210 2966 81
1087 3406 48
3636 4891 12
457 2354 34
370 4833 80
2765 3670 54
3248 4041 34
774 1189 56
845 5055 79
1472 2962 35
401 4245 45
1600 3600 49
2655 4909 7
557 1856 68
1327 5238 32
3096 4529 18
4232 4552 25
2158 3920 87
457 4162 70
3183 5205 7
1608 3355 32
778 1234 45
1779 2931 25
1227 1230 96
2464 2866 55
391 2117 59
2870 3598 85
129 2502 82
977 1951 3
4434 4942 17
1031 2058 96
757 1042 30
1352 4694 59
3114 4240 63
394 3254 81
1312 4226 63
966 2786 57
841 3365 25
2529 4371 55
2496 4868 81
3236 4408 1
1116 4131 72
4180 4573 70
669 2280 48
2322 3683 42
1143 4833 43
548 3446 19
88 3392 41
147 3745 71
56 4893 66
1125 4123 15
545 662 98
2540 5116 61
1502 1555 46
3062 3793 52
696 3915 80
1309 2927 87
1068 2472 81
3250 4528 75
0 1547 48
845 4323 35
303 3074 100
133 4018 78
62 4470 61
1352 3891 8
2748 5048 53
2548 5148 53
2675 4578 100
1865 1869 37
762 2996 3
1722 2137 60
10 932 3
761 5001 57
1646 3706 77
1400 2552 33
1237 1417 85
2093 2252 16
3793 4935 27
951 1096 62
2027 4628 62
2161 2908 76
3631 4250 60
1270 4680 79
858 1665 52
3489 3526 50
1308 3476 89
554 2255 58
1526 4489 68
1301 2934 58
2203 2774 100
968 1313 78
998 999 70
1387 3891 93
2492 3096 33
1021 2076 92
2802 3020 51
435 708 70
1391 3764 58
1053 1674 50
1089 4503 59
242 4232 95
1744 3169 86
934 3891 50
1594 5084 91
3082 4421 48
1796 2531 52
1637 4568 52
1475 2861 11
2900 3237 78
4379 4480 58
2601 4208 16
84 4205 38
2198 3805 72
1334 2798 69
829 3628 24
1209 4206 30
1275 2911 61
3123 4169 35
581 1588 56
1438 3431 54
558 676 39
1831 4200 10
1280 3566 51
3627 4686 48
203 3631 69
3549 4632 12
418 3736 19
4187 5055 81
254 662 77
2900 5055 84
2697 2878 82
976 3276 97
4523 5171 69
635 2729 27
78 4151 34
1459 2335 73
659 2681 55
36 3420 5
4021 4487 79
1922 4237 60
1234 1668 59
2893 4134 10
843 2498 48
388 3583 88
2617 4628 52
4278 4659 70
84 133 14
2795 4408 30
2900 4724 57
2277 5147 35
2638 2794 25
955 3868 10
59 84 6
2358 4845 12
2831 2914 48
3307 4803 17
1922 4693 12
1189 3924 16
2713 2736 64
151 3010 100
28 5020 57
1061 4266 62
1494 1583 74
69 5128 64
2082 3282 85
3602 4961 48
1934 4680 63
303 3674 100
1290 4942 53
2494 3751 30
1873 4116 84
431 4403 61
2140 4491 36
379 3336 10
1351 3790 60
1497 4191 3
453 1253 93
2996 3754 43
1497 1571 63
2585 4689 97
3237 4187 75
1953 4515 47
1485 4040 64
616 2867 84
2108 4516 69
2312 2725 46
1974 4680 3
2564 5055 68
3220 3232 13
1569 4139 51
1180 3690 59
2550 3066 21
1247 5148 22
3866 4191 42
3997 5088 52
3200 4521 6
4402 4532 55
1555 2492 18
287 450 96
934 3500 3
4187 4323 37
1326 2137 84
2900 4323 40
543 545 47
676 4281 82
2858 4498 13
1410 3576 51
1482 1498 57
399 1327 77
3116 3202 79
3062 3479 14
3956 4137 14
2272 4175 56
935 1750 84
5046 5065 80
10 2866 81
2708 2862 51
200 1308 85
1792 4382 95
1103 3206 44
1362 2886 33
1438 1643 58
2915 3020 54
150 2580 59
9 3745 93
1933 2773 13
55 1874 12
1098 3075 62
755 1277 63
4281 4407 79
394 3685 8
2194 4999 46
543 2655 17
1205 1934 82
3676 4961 42
2618 4578 33
3500 3891 96
2321 3492 64
2870 3077 28
3715 4785 59
2754 2820 63
4552 4680 21
2832 4208 77
2520 5233 30
4019 4406 40
895 1951 61
676 4552 89
3991 4641 67
1808 4966 19
115 1874 72
580 4655 64
757 1714 54
4141 4898 86
2020 2971 76
379 3961 35
368 2463 28
1845 2479 87
682 5224 99
1915 2667 53
489 4508 44
243 2032 26
1724 3405 78
662 1334 49
2954 3912 27
1245 3437 73
2647 4323 97
519 3522 12
1518 2773 48
2637 4694 94
707 2854 84
3529 4934 26
777 2451 3
1331 2845 75
270 1613 40
1813 4600 52
3711 5097 39
3034 4763 74
2340 3632 33
4361 4491 87
245 2519 67
1750 1922 73
3548 4762 91
1174 3130 53
1513 2645 17
316 3493 26
4737 5103 47
3463 3508 38
3975 4819 97
3493 4613 53
1782 3522 65
3440 3750 39
9 147 27
3713 3944 100
521 2904 68
1270 4232 63
4138 4421 84
1964 2195 48
2616 3123 36
2488 2821 34
751 1526 72
83 4885 67
2278 3397 16
2798 5206 89
76 3756 57
988 3968 33
3959 4014 16
831 3223 1
2181 4741 57
4111 4901 7
2186 3383 26
9 2526 70
484 1258 39
3 3067 81
3628 5119 40
2115 4382 8
2140 2617 78
113 354 70
185 5175 59
4008 5050 47
1518 2841 4
384 3801 70
895 4014 32
126 4743 86
841 5143 51
2504 3646 55
2040 4868 45
1051 3446 12
439 1267 97
598 1605 72
3983 4444 70
194 4689 76
4022 4152 15
380 1960 49
2861 3899 23
2861 2955 75
1116 1179 88
1761 2026 82
4270 5216 91
4586 4649 48
2243 3031 9
3788 4550 27
2486 4916 87
542 4891 98
1606 3778 61
1871 3555 85
2430 4873 20
1345 2267 83
1619 3891 85
3095 4899 77
3775 4184 2
985 1403 35
70 2966 41
2315 3664 2
85 3081 61
917 3876 68
3604 3692 37
2670 3515 74
3128 5059 20
896 4935 20
4087 5005 31
528 4637 46
1714 4909 36
792 1171 8
3350 3697 48
4620 5154 87
328 797 66
2256 4964 73
4175 4595 89
1179 2678 24
554 599 6
1891 3989 83
46 3791 22
1941 1998 86
907 2602 100
1240 3502 23
2821 3493 81
1997 3202 90
3276 3912 9
1534 2806 5
102 3082 5
1319 3828 14
388 5077 86
3795 5028 70
2022 4600 31
1192 4775 76
1352 4600 61
1754 2989 36
3576 4912 9
1831 2483 21
130 2032 23
3920 5059 72
1562 4934 49
1915 2798 80
1334 3530 13
545 1410 14
1277 3529 29
240 2640 69
4103 4353 43
2464 4680 93
2748 3873 78
1893 2492 96
762 4434 49
3723 3757 31
805 2746 86
3345 3945 9
673 3986 74
1262 4758 57
3491 3716 42
55 1834 32
58 3791 94
2023 2822 36
1490 3706 41
775 894 72
855 4845 19
782 4042 5
3635 4945 99
567 1179 69
2409 4217 17
2282 4479 34
1472 1489 94
427 1001 3
2552 3991 8
2181 2812 64
949 3770 58
934 4600 3
3550 3601 16
1170 2195 34
834 3208 39
932 4152 25
115 1834 92
279 2336 10
2488 4166 99
4649 4815 23
545 2667 83
3992 5100 1
1501 3914 18
450 690 29
499 3060 38
2489 2773 49
2909 2972 52
2253 5144 40
132 4772 65
4407 5055 1
285 1502 18
1400 3493 30
1833 3945 37
160 507 28
2031 4408 46
56 732 29
1858 2301 64
778 992 31
4936 4959 68
216 3357 14
4354 4543 54
1464 3790 63
662 4489 84
4919 4957 7
2554 4970 13
1020 3961 6
2277 3891 83
3892 4838 47
2059 4770 68
3355 5146 36
1555 1893 35
1698 2430 97
751 4912 34
1689 2599 91
2500 2723 40
1877 4530 46
194 5184 91
762 1290 1
114 1396 15
2510 4202 93
1694 3456 15
100 778 75
537 4716 68
493 1562 86
2874 4464 31
1030 1695 94
4625 5059 27
854 4013 44
254 1915 78
2098 4993 68
558 4680 7
2494 2713 84
865 4130 74
3658 3666 69
3137 4646 78
720 4734 47
1103 4845 7
59 1745 43
314 4838 29
696 4531 52
1947 2689 19
84 4552 37
344 1107 32
802 2094 9
5153 5157 61
194 2585 8
872 4963 52
3960 4245 74
2574 2867 82
2216 4338 91
2111 2295 5
3777 4281 13
1300 3404 17
1219 1444 86
2633 4784 100
1089 1408 44
598 2900 87
287 1848 62
1702 3823 2
1021 1258 86
2272 4493 62
1941 4310 90
1447 4425 31
117 4998 42
167 328 2
445 4152 28
474 2059 46
2059 3959 81
1382 1733 52
187 1744 94
2039 3434 36
1684 2628 29
995 1615 49
2694 4838 9
3574 4175 18
499 2915 73
2905 5059 7
3060 4935 4
3997 5209 9
2552 3891 8
720 4974 27
2120 4199 52
3891 4303 21
229 3402 82
1609 2801 45
706 3060 55
664 2287 12
2277 3500 36
1363 3629 95
2753 4539 55
2494 3664 51
1218 3260 27
2299 3812 22
493 3478 58
1042 1915 6
3500 4600 49
3476 3962 59
519 3635 33
738 4744 75
1274 2257 12
3777 4552 20
3978 4154 85
81 3586 22
658 4329 40
1002 2155 46
2725 4986 86
3876 4997 54
1173 2591 59
2059 3006 80
2218 4989 20
494 1053 64
2750 4605 84
4474 4913 64
1313 4493 33
2488 2564 65
545 2798 10
896 3793 6
123 4680 22
2667 2763 97
374 4919 66
1491 2922 44
1782 3635 86
10 4680 19
338 3973 68
3192 3435 96
839 4033 19
1405 2980 64
474 1331 70
1511 4760 10
1850 2217 88
676 3043 36
713 2756 4
1352 1947 60
855 3492 18
1334 5206 5
2867 2935 21
1518 2668 63
4237 5173 37
93 3706 34
229 2387 27
1345 4734 22
84 3770 43
1192 1501 18
1805 2423 95
1831 1835 5
1999 4320 58
394 2538 9
845 4552 28
1724 3771 100
4425 5121 81
22 2059 34
304 3567 12
3020 3962 23
2219 4947 37
1921 2832 44
4302 4626 53
2242 4057 20
1818 4806 9
1021 3150 50
1299 1693 99
3489 4912 12
3144 4341 10
3257 4281 93
1162 3493 52
2060 2754 27
1309 5005 13
903 1719 65
2464 4232 77
961 1372 64
519 4156 90
912 3206 23
2552 3500 61
989 3971 15
2975 4838 20
1502 2861 48
745 4632 88
2602 3960 31
113 2743 83
4198 5040 67
1724 2828 69
338 3013 48
2902 4487 90
2217 2607 95
3095 4689 7
433 2771 79
1927 2254 4
1087 3348 62
3172 5073 22
103 2773 83
1475 2904 42
2689 4402 42
1782 4156 43
1474 1531 70
1262 3348 87
3074 3962 97
1369 2577 97
907 4214 4
857 2023 7
1334 3576 95
254 2798 89
3961 4519 63
513 1732 96
1226 3958 41
501 794 78
2541 3363 91
1944 3295 28
3916 4827 4
1149 4897 17
2488 4323 68
1072 2479 24
2601 2832 24
3177 4517 25
3906 4191 82
1542 1543 82
1331 4355 45
4797 5048 72
316 1813 66
1345 4541 41
3232 3462 95
1104 1840 53
1127 3605 71
1565 4690 94
61 1711 27
1824 2252 77
2296 3679 68
248 2911 24
4058 4281 24
1934 4539 66
3962 4936 83
1915 3530 24
5129 5155 83
378 4533 28
1945 2168 100
2820 4373 10
281 3017 49
1277 1324 44
1047 4966 28
3595 3938 40
2277 4980 96
2397 3435 51
2953 4825 17
1372 2527 40
1754 2638 69
5205 5213 25
2300 4983 60
569 4087 67
757 1277 25
700 707 68
4488 5075 52
2150 4643 30
237 1585 41
454 5028 99
3202 4062 65
673 1235 7
200 4959 52
673 4515 67
1079 1280 58
558 4232 91
2510 4809 12
1964 4303 84
2723 4895 77
974 3858 29
6 3822 9
2344 4729 6
650 871 6
4539 4844 6
1142 1221 8
3476 4936 17
4058 4731 74
896 3479 68
616 2927 4
263 1802 36
3622 4569 4
506 614 73
2564 4281 10
172 4956 33
2900 4552 33
1896 2154 43
2396 5185 70
811 4504 58
805 1472 28
2235 3702 68
3004 4107 92
338 2907 46
285 3172 8
2485 4961 21
3060 3793 90
725 3749 57
1117 3142 90
153 515 47
194 2387 42
2227 2900 86
70 589 32
3449 4139 31
2798 3682 81
894 3622 37
2461 2707 59
3025 4419 47
992 3830 11
3993 4532 76
120 2920 9
2341 2409 73
3254 3899 6
2494 3134 41
397 3575 31
1901 4552 64
2510 4398 25
3020 4936 81
2904 2954 91
3346 3355 10
316 2242 59
2905 4625 29
930 3386 41
1267 3780 86
2564 4552 17
554 2832 67
813 1057 21
1818 1934 85
119 4145 3
4334 5102 37
3758 4742 61
558 1922 21
1278 3836 79
633 3787 51
1319 3496 70
2920 3878 95
2866 4022 69
522 4535 26
195 3157 63
3432 4101 58
937 4045 61
3270 4708 55
1234 4667 42
123 4232 6
2187 4415 1
3043 3891 29
3956 4883 96
10 4232 3
705 2562 58
1739 3195 73
472 3481 58
1813 5055 87
855 5188 50
2011 3999 73
450 1049 32
829 5119 71
728 4020 57
403 3580 2
248 4279 80
3074 4936 55
1375 3963 45
1501 4067 19
1327 3543 17
1974 3777 52
521 1951 67
4643 5109 35
941 4419 43
4240 4403 40
2904 3254 91
743 2889 95
3542 4857 20
2955 3899 37
1605 5147 3
132 1470 31
3833 3959 75
655 3007 73
724 1309 46
4184 4721 10
2900 3770 39
1599 4679 61
2706 4695 50
2087 4399 29
932 2488 37
1953 3552 76
2054 4798 89
1400 2564 37
1060 4157 78
3479 4959 1
2084 2621 10
1942 2432 95
1874 4968 99
1800 2272 73
2107 5149 99
1834 1959 6
440 1209 42
835 2754 52
3175 3698 40
3961 4046 22
1712 3487 100
1594 3868 19
2823 4582 56
1489 3767 47
3123 3449 95
214 785 28
1616 3690 75
3083 4037 51
427 1369 59
727 2630 96
237 2588 92
3574 4493 24
2053 5239 55
1297 3214 94
1605 1974 62
1792 2724 9
3449 4883 79
2445 4230 54
545 3530 54
2552 4600 61
552 1518 67
3202 4879 54
1497 4183 67
2964 3103 84
1227 4560 6
3139 3976 50
3168 4793 38
3138 4518 33
1029 3074 6
1915 5206 16
707 3991 13
3675 4027 33
2242 2866 73
3043 3500 82
1281 1803 11
2854 3398 89
2790 4491 86
3866 4183 6
1587 2353 47
1921 3308 36
3060 3479 52
929 3338 94
1947 4994 4
242 4312 55
2236 4654 83
16 3398 11
1791 1889 83
1299 2346 100
3602 4745 76
258 3131 74
3511 3791 37
4424 4922 67
1387 2625 71
4396 4551 92
1056 1760 5
2559 3526 20
1309 1464 16
521 4014 38
2759 3834 56
2585 3551 51
1873 4535 7
823 1792 26
3004 4467 12
1238 3462 81
83 3449 55
2138 2201 44
977 3522 10
3657 3967 55
2764 4966 55
589 2045 73
2494 4838 9
411 2745 55
2022 5055 66
1122 1193 12
1352 5055 96
2319 3806 40
751 3529 23
401 729 73
3865 3991 11
147 4152 90
59 4516 50
3120 4614 7
254 757 92
1427 3306 88
59 600 78
3217 4588 72
1084 1086 15
599 1718 24
1915 3576 6
254 3530 33
1400 2242 63
2073 4819 35
1985 3382 78
3005 4424 12
3118 3199 90
1687 4575 21
2176 4024 13
1632 3280 1
237 3770 86
2056 2875 60
4695 5075 69
3491 4869 43
3576 4934 83
3404 4343 4
224 1434 71
845 3043 75
755 1915 9
474 2845 8
2725 4456 76
1740 4919 12
2981 4256 12
934 5055 38
1883 4126 64
1757 2977 25
2931 3956 62
3563 3698 68
111 2121 47
878 2683 78
1126 2243 86
2252 4311 48
1555 3833 15
1021 5003 51
1428 5069 90
4163 4537 31
3471 4371 57
749 3389 81
4155 4464 42
936 1297 14
1522 3637 60
1029 3674 6
414 1101 100
4651 5075 5
1492 1859 4
1584 3827 12
4217 4800 76
2123 3693 43
2713 3250 2
1504 2786 35
3202 5111 98
2935 4403 85
2488 5026 19
2725 4320 64
3776 4007 24
802 1729 4
1369 4697 37
1683 5007 41
746 2867 14
974 2773 84
668 1046 39
2286 2952 99
276 570 95
3692 3763 72
2765 2954 82
1064 2773 74
574 4098 9
3254 3635 18
360 549 42
778 3851 34
1230 2602 13
3517 4881 53
554 1206 25
2675 4768 30
2904 3685 18
1083 2433 83
3142 4394 49
494 4459 66
3493 4022 6
3653 3873 33
628 1380 77
3826 4153 56
651 2850 80
1616 4545 10
392 3516 73
2670 2748 35
2424 3491 40
1298 2954 5
410 3205 44
1739 1800 58
2277 2821 93
1923 2501 79
672 4421 38
751 4934 8
4232 4613 62
2275 3521 31
1312 2523 12
1334 3682 97
2605 3737 33
614 3166 5
2256 2891 32
1404 4956 25
346 3350 25
2879 3099 81
155 1352 38
59 4831 5
3155 3733 15
2905 3498 70
687 2834 24
1108 4513 18
431 2867 49
2862 5028 47
4407 4552 50
3200 4263 20
484 4492 17
676 1605 90
2902 3236 23
289 610 78
2639 3664 46
596 5147 24
2840 3571 96
1479 2851 65
545 5206 46
2574 2927 2
418 3735 2
662 2655 6
3489 3529 1
2023 3405 47
2710 5084 87
3277 5212 40
558 1724 55
165 3393 45
1396 4159 28
994 3717 52
3254 4156 75
973 3019 35
245 2389 57
1125 1175 99
2391 4805 55
2313 4316 24
2900 3043 80
341 2597 69
4301 5106 82
3745 4232 88
4649 4726 10
3425 4579 67
435 3022 8
845 1820 84
1129 3996 80
883 3794 20
551 4694 28
3500 5055 84
1109 3956 80
4312 4552 5
9 4152 12
1997 2421 13
543 2763 53
1231 1764 98
1331 4770 100
941 3025 45
680 2795 44
405 1993 85
4580 4762 83
519 4157 7
917 5176 68
609 2907 47
3126 4953 56
111 4242 4
755 2798 20
600 3242 63
2533 4693 53
2693 5171 39
3373 4636 24
2272 4137 10
2186 3502 49
1477 4974 94
2845 3959 47
3043 4600 82
1571 2267 89
3070 3894 17
2564 3043 64
1309 4240 8
1396 3754 43
3411 4931 17
50 4609 52
2494 4830 73
59 2866 100
1974 2900 43
1782 4157 60
401 4172 4
2544 2643 44
2500 4895 64
949 1605 53
613 4338 98
3635 4156 86
605 896 36
1482 4577 100
2195 4139 57
1616 4641 42
3012 3224 29
4169 4281 65
1502 2904 79
3450 5173 40
3220 3811 56
326 4987 34
1202 3172 35
2909 4991 75
652 1350 11
1331 3959 13
2277 4166 58
4175 4411 61
82 3815 46
1475 1951 41
1934 4753 4
1224 2665 98
1334 4489 16
12 4983 32
726 1501 72
1007 2381 43
1043 4232 26
696 4745 90
945 5006 46
972 3991 28
158 3272 71
785 4582 78
752 1351 28
1329 2575 23
3795 5065 99
1786 2858 1
1792 3200 1
607 1537 95
1320 4012 73
1959 3308 14
2413 3450 2
2252 2539 24
473 2585 57
1709 5215 83
89 4983 19
2136 4970 55
1831 2717 99
287 2761 83
254 3576 15
2585 3380 44
548 1964 25
494 2954 81
1324 2916 65
251 722 4
954 3062 77
1634 2794 1
3712 3890 51
1331 3006 12
2488 3745 42
668 778 83
1038 2745 92
2419 3110 8
3595 3734 72
9 1400 28
2295 3980 54
1059 4838 24
977 3635 31
4531 4771 17
3524 4437 22
1031 4251 77
697 3200 56
3512 5137 50
1156 4753 86
3970 5005 4
752 2478 87
885 1891 31
3102 3656 63
2333 2869 45
3122 4441 28
578 2287 46
1413 2320 92
676 1400 5
111 629 83
3154 5097 72
3470 3853 20
1974 2605 28
1526 3526 97
981 4862 14
494 3254 81
4015 4112 18
1782 3096 23
814 4777 92
1594 4432 7
3795 4130 4
1475 4014 12
2861 3096 72
2579 4562 52
228 4184 45
1865 2832 8
3346 4922 49
1593 3601 49
563 2024 10
1036 3042 79
2243 3692 46
558 4693 28
3447 5020 46
1042 3576 43
123 1813 83
4694 5060 83
316 2277 54
10 1813 80
2461 3585 85
2753 3413 13
1330 3127 38
720 4191 16
203 331 69
2996 4761 62
1298 3685 32
720 1571 76
523 3194 60
977 4156 88
3892 4067 40
3492 4752 85
2845 2954 62
1508 3180 57
1211 1909 43
543 2559 85
725 4228 100
1338 1968 83
142 5236 63
1087 4989 59
725 3751 91
775 2267 13
3357 4688 12
2452 4624 69
1712 2958 7
681 753 61
934 1270 93
1836 3927 24
2706 3269 8
129 3649 81
2327 5141 83
283 3960 42
1792 4062 55
3891 5147 69
2978 3584 95
111 2747 89
1603 2181 19
2366 4805 80
3181 3182 54
303 4935 37
1802 5048 27
457 4079 59
261 4126 82
409 4476 20
2916 5206 47
706 4673 76
285 3519 7
188 1035 72
316 4058 31
588 3017 66
1410 2655 94
357 697 65
751 1562 84
158 1969 20
616 746 27
2920 4591 16
133 2084 100
3697 4790 86
474 1298 9
2000 2562 3
1915 3682 8
2093 2540 12
605 1283 15
609 2721 85
2249 5130 78
2118 4698 73
2821 4407 19
4323 4680 22
762 3967 10
1101 1848 96
1003 4435 37
477 1192 100
1120 4516 41
1212 3984 49
712 932 65
1476 3604 73
3217 4919 99
2689 3927 67
748 1329 30
1331 1502 44
152 3920 1
2084 4435 48
2899 5091 65
783 784 50
674 675 18
1075 3646 56
427 3689 99
2087 4212 50
1953 4315 47
1813 4281 29
861 2336 52
2124 4300 93
2307 3467 5
1643 1874 40
1448 2856 89
251 3724 38
2332 4495 56
523 3468 18
2354 2858 9
2586 4806 17
1605 4980 64
2715 3470 4
240 1244 37
3906 4183 46
554 1348 39
527 1974 44
1971 2713 71
2865 3502 98
1365 5127 23
204 4336 85
2552 3237 90
1745 2886 6
598 4057 56
2277 4323 27
1400 4407 68
2047 4232 50
580 1804 97
3833 4268 28
2059 2492 42
333 1379 15
845 3741 41
2954 4775 98
22 1298 97
4010 5172 83
755 757 23
2552 5055 96
1163 1369 75
908 4112 1
1654 3583 34
755 3530 64
3516 3637 74
2210 3374 17
734 4994 1
2138 2202 61
2027 3116 58
1813 4552 36
1265 1452 48
513 3647 51
3655 4662 8
3461 4962 94
1605 2464 92
2027 4349 19
4884 5195 68
807 3416 38
720 1300 69
1247 2172 30
516 4427 4
1728 5090 47
3062 4673 12
907 1601 83
292 3650 51
379 4767 37
1951 4529 23
581 3564 48
516 2176 37
2270 3628 95
2287 3609 99
59 602 12
1921 4976 92
554 1149 56
3682 4607 10
1840 4279 32
1400 2277 58
757 1915 71
1346 2044 23
3096 3833 86
4282 4710 61
895 3635 89
132 857 10
1983 4529 15
2045 2966 66
1298 4268 43
2559 4912 82
1571 4541 47
3017 5048 92
428 1936 29
3308 4968 53
581 1919 83
3080 3239 92
691 4243 1
1915 4489 27
1565 4539 27
200 706 51
4157 4529 9
4489 5206 10
3574 4137 72
3628 3800 17
1482 2618 97
2122 4534 9
383 3064 10
896 2802 59
375 3905 59
4467 4671 33
1792 4879 44
628 2728 93
978 1880 27
4280 5012 33
2812 4573 62
924 1021 50
1497 2090 86
379 919 21
83 974 80
551 2583 41
111 5151 57
2900 3737 78
1352 4281 38
1060 2059 12
119 1768 94
1454 5194 21
1029 3476 40
454 5065 28
1311 3565 95
777 2464 24
1811 2460 10
2710 3924 67
1854 5026 65
1898 2468 43
4535 4953 35
418 2412 11
9 2488 24
1192 4901 18
545 3682 38
2966 3804 63
4397 4913 77
661 4699 23
303 3793 23
1562 4607 90
3559 4210 48
1894 2084 91
255 1603 5
2137 2617 85
2408 5026 39
2178 2605 52
254 1334 1
2922 3505 16
865 983 75
1758 4062 1
1890 5016 11
276 4067 44
928 3657 86
388 3996 9
567 2678 52
2173 4594 10
2698 5212 91
934 4281 80
2577 4694 34
2527 3534 64
2812 3977 30
2452 2769 34
343 1021 39
2845 3685 89
2760 3933 70
598 932 31
775 4734 52
2713 4524 60
2266 4350 45
1284 3540 33
3266 3341 92
1352 4552 45
2241 3675 95
2867 4403 77
113 3324 60
1476 4067 44
83 4295 37
1308 3060 17
860 862 63
1060 1331 36
1738 5217 16
357 3200 16
3200 4694 47
1415 3595 29
2329 4349 81
2430 5035 74
1015 3960 34
2866 4680 55
746 2927 34
2861 3635 35
1918 4886 69
2760 3251 76
3660 3722 83
2085 4998 50
877 4112 40
1978 3510 37
1387 4552 30
2210 5112 63
1692 2510 71
1643 1834 60
1345 1907 63
34 1657 72
226 4099 38
2464 4187 12
3104 4899 56
154 1932 67
644 1226 55
1283 1441 19
3254 4157 92
934 4552 87
1730 3733 40
685 745 49
3202 4628 87
94 410 33
656 4493 66
1042 1334 29
3195 4420 34
4324 4325 18
254 3682 17
1953 2104 60
4957 5098 82
1267 2354 44
227 1396 18
616 1464 33
246 2007 94
480 2182 23
2972 3101 98
36 3890 95
2127 4623 77
3123 4997 11
2836 3524 73
2267 3622 100
1432 2291 88
4301 4320 20
757 2798 82
775 4541 71
1267 4162 80
2763 4607 21
199 3843 49
1941 4630 30
3121 4939 63
2140 2324 97
845 1400 44
431 2927 69
2251 3183 41
3226 3229 48
1962 5223 62
2265 4725 89
225 2545 89
445 558 30
194 1036 75
345 1099 27
3530 5206 81
1831 2858 96
1907 3622 40
2713 5220 92
1573 2882 6
11 5080 50
1186 1494 13
1974 2720 83
662 3526 13
2415 2749 47
2671 4376 42
2574 5005 28
907 4819 89
934 1352 87
1418 3991 54
3133 3552 56
1223 3071 69
2847 4775 81
1947 3956 58
3544 4281 90
961 2045 5
545 4489 57
474 494 41
1912 4986 83
4137 4411 83
1021 4159 3
3635 4157 3
2090 2555 74
2190 4568 95
1833 3308 8
2023 3512 66
1428 4180 77
418 1675 82
3674 3962 97
3529 4909 1
4281 4600 60
3066 4431 22
558 1387 26
4312 5046 3
3500 4281 26
883 884 50
2655 2798 20
303 3479 85
823 2013 83
359 4232 22
2810 4222 33
1552 2721 18
3792 4974 59
598 2866 9
127 2631 13
1298 2538 33
54 2701 40
3043 5055 17
755 3576 46
